Course ID,Club Name,Course Name,City,State,
17871,CHEROKEE VILLAGE,CHEROKEE VILLAGE - CHEROKEE VILLAGE (NORTH),Cherokee Village,AR,684
17870,CHEROKEE VILLAGE,CHEROKEE VILLAGE - CHEROKEE VILLAGE (SOUTH),Cherokee Village,AR,685
1812,CLARKSVILLE COUNTRY CLUB,CLARKSVILLE COUNTRY CLUB,CLARKSVILLE,AR,686
1711,CONWAY COUNTRY CLUB,CONWAY COUNTRY CLUB,CONWAY,AR,687
1709,COOPER'S HAWK,COOPER'S HAWK,"MELBOURNE,",AR,688
1706,COUNTRY CLUB OF ARKANSAS,COUNTRY CLUB OF ARKANSAS,MAUMELLE,AR,689
1764,COUNTRY CLUB OF LITTLE ROCK,COUNTRY CLUB OF LITTLE ROCK,Little Rock,AR,690
1802,CROWLEY RIDGE COUNTRY CLUB,CROWLEY RIDGE COUNTRY CLUB,Wynne,AR,691
1731,CYPRESS CREEK at Greystone,CYPRESS CREEK at Greystone,Cabot,AR,692
1833,CYPRESS CREEK COUNTRY CLUB,CYPRESS CREEK COUNTRY CLUB,MCCRORY,AR,693
1790,DAWN HILL Country CLUB,DAWN HILL Country CLUB,Siloam Springs,AR,694
1791,DAWN HILLS COUNTRY CLUB,DAWN HILLS COUNTRY CLUB,SILOAM SPRINGS,AR,695
1752,DEER RUN GOLF COURSE,DEER RUN GOLF COURSE,JACKSONVILLE,AR,696
1820,DEER TRAILS GOLF COURSE,DEER TRAILS GOLF COURSE,Barling,AR,697
11535,DEGRAY STATE PARK GOLF COURSE,DEGRAY STATE PARK GOLF COURSE,BISMARCK,AR,698
21039,Delta Country Club,Delta Country Club,McGehee,AR,699
1727,DIAMANTE COUNTRY CLUB,DIAMANTE COUNTRY CLUB,HOT SPRINGS VILLAGE,AR,700
1792,DIAMOND HILLS COUNTRY CLUB,DIAMOND HILLS COUNTRY CLUB,DIAMOND CITY,AR,701
1770,Diamondhead Country Club,Diamondhead Country Club,Hot Springs,AR,702
1794,DOGWOOD HILLS,DOGWOOD HILLS,Bella Vista Village,AR,703
1744,EAGLE CREST GOLF COURSE,EAGLE CREST GOLF COURSE,ALMA,AR,704
1717,EAGLE HILL GOLF & A. C.,EAGLE HILL GOLF & A. C.,LITTLE ROCK,AR,705
1737,EL DORADO COUNTRY CLUB,EL DORADO COUNTRY CLUB,EL DORADO,AR,706
1735,El Dorado Lions Club,El Dorado Lions Club,El Dorado,AR,707
1732,EMERALD PARK GOLF COURSE,EMERALD PARK GOLF COURSE,NORTH LITTLE ROCK,AR,708
1834,ENGLAND COUNTRY CLUB,ENGLAND COUNTRY CLUB,ENGLAND,AR,709
1759,FAYETTEVILLE COUNTRY CLUB,FAYETTEVILLE COUNTRY CLUB,Fayetteville,AR,710
1779,Fianna Hills Country Club,Fianna Hills Country Club,Fort Smith,AR,711
1819,First Tee of Central Arkansas,First Tee of Central Arkansas - Chairman's Course,Little Rock,AR,712
23932,First Tee of Central Arkansas,First Tee of Central Arkansas - Honors Course,Little Rock,AR,713
1773,FORDYCE COUNTRY CLUB,FORDYCE COUNTRY CLUB,Fordyce,AR,714
1771,Forrest City Country Club,Forrest City Country Club,Forrest City,AR,715
1772,FOX HILLS COUNTRY CLUB,FOX HILLS COUNTRY CLUB,Paragould,AR,716
1762,GALLA CREEK GOLF CLUB,GALLA CREEK GOLF CLUB,Pottsville,AR,717
1750,GLENWOOD COUNTRY CLUB,GLENWOOD COUNTRY CLUB,GLENWOOD,AR,718
1799,GRAND PRAIRIE COUNTRY CLUB,GRAND PRAIRIE COUNTRY CLUB,HAZEN,AR,719
1800,GRAND PRARIE COUNTRY CLUB,GRAND PRARIE COUNTRY CLUB,HAZEN,AR,720
1739,GREYSTONE (MOUNTAIN SPRINGS),GREYSTONE (MOUNTAIN SPRINGS),CABOT,AR,721
1776,HARBOR OAKS GOLF Club,HARBOR OAKS GOLF Club,Pine Bluff,AR,722
1754,HARDSCRABBLE COUNTRY CLUB,HARDSCRABBLE COUNTRY CLUB,FORT SMITH,AR,723
1784,HARRISON COUNTRY CLUB,HARRISON COUNTRY CLUB,Harrison,AR,724
1774,HELENA COUNTRY CLUB,HELENA COUNTRY CLUB,Helena,AR,725
11541,Highlands Golf Course,Highlands Golf Course,Bella Vista,AR,726
1751,HINDMAN PARK GOLF COURSE,HINDMAN PARK GOLF COURSE,Little Rock,AR,727
1813,HOLIDAY ISLAND (Island Course),HOLIDAY ISLAND (Island Course),Holiday Island,AR,728
1721,HOLIDAY ISLAND GOLF CLUB,HOLIDAY ISLAND GOLF CLUB,HOLIDAY ISLAND,AR,729
1806,HOPE COUNTRY CLUB,HOPE COUNTRY CLUB,HOPE,AR,730
1801,HOT SPRINGS CC,HOT SPRINGS CC - Arlington,Hot Springs,AR,731
14709,HOT SPRINGS CC,HOT SPRINGS CC - Park,Hot Springs,AR,732
18069,HOT SPRINGS VILLAGE,HOT SPRINGS VILLAGE - BALBOA GOLF COURSE,Hot Springs Village,AR,733
1787,HOT SPRINGS VILLAGE,HOT SPRINGS VILLAGE - CORONADO GOLF COURSE,Hot Springs Village,AR,734
1740,HOT SPRINGS VILLAGE,HOT SPRINGS VILLAGE - CORTEZ GOLF COURSE,Hot Springs Village,AR,735
1765,HOT SPRINGS VILLAGE,HOT SPRINGS VILLAGE - DESOTO GOLF COURSE,Hot Springs Village,AR,736
1783,HOT SPRINGS VILLAGE,HOT SPRINGS VILLAGE - GRANADA GOLF COURSE,Hot Springs Village,AR,737
1766,HOT SPRINGS VILLAGE,HOT SPRINGS VILLAGE - ISABELLA (NINA/PINTA),Hot Springs Village,AR,738
15071,HOT SPRINGS VILLAGE,HOT SPRINGS VILLAGE - ISABELLA (PINTA/SANTA MARIA),Hot Springs Village,AR,739
15070,HOT SPRINGS VILLAGE,HOT SPRINGS VILLAGE - ISABELLA (SANTA MARIA/NINA),Hot Springs Village,AR,740
1743,HOT SPRINGS VILLAGE,HOT SPRINGS VILLAGE - MAGELLAN GOLF COURSE,Hot Springs Village,AR,741
1707,HOT SPRINGS VILLAGE,HOT SPRINGS VILLAGE - PONCE DE LEON,Hot Springs Village,AR,742
1760,HURRICANE GOLF & COUNTRY CLUB,HURRICANE GOLF & COUNTRY CLUB,Bryant,AR,743
1775,INDIAN HILLS GOLF & COUNTRY CLUB,INDIAN HILLS GOLF & COUNTRY CLUB,Fairfield Bay,AR,744
1816,"ISLAND COURSE, HOLIDAY ISLAND","ISLAND COURSE, HOLIDAY ISLAND",HOLIDAY ISLAND,AR,745
1778,JONESBORO COUNTRY CLUB,JONESBORO COUNTRY CLUB,Jonesboro,AR,746
11542,Kingswood Golf Course,Kingswood Golf Course,Bella Vista,AR,747
1827,LAKESIDE COUNTRY GOLF CLUB,LAKESIDE COUNTRY GOLF CLUB,HOT SPRINGS,AR,748
1823,Lakeside Golf Club,Lakeside Golf Club,Lake Village,AR,749
1822,"Lakeside Golf Course, Hot Springs","Lakeside Golf Course, Hot Springs",Hot Springs,AR,750
1723,Lion's Den,Lion's Den,Dardanelle,AR,751
1747,LITTLE CREEK GOLF COURSE,LITTLE CREEK GOLF COURSE,RATCLIFF,AR,752
1796,LITTLE RIVER COUNTRY CLUB,LITTLE RIVER COUNTRY CLUB,Winthrop,AR,753
1746,LONGHILLS GOLF COURSE,LONGHILLS GOLF COURSE,BENTON,AR,754
1808,LONOKE GOLF COURSE,LONOKE GOLF COURSE,Lonoke,AR,755
1738,LOST CREEK GOLF COURSE,LOST CREEK GOLF COURSE,HEBER SPRINGS,AR,756
1804,LOST SPRINGS GOLF & AC,LOST SPRINGS GOLF & AC,Rogers,AR,757
1830,MAGNOLIA COUNTRY CLUB,MAGNOLIA COUNTRY CLUB,MAGNOLIA,AR,758
1818,MALLARD POINT GOLF COURSE,MALLARD POINT GOLF COURSE,Lonoke,AR,759
1736,MALVERN COUNTRY CLUB,MALVERN COUNTRY CLUB,MALVERN,AR,760
1763,MARION GOLF & ATHLETIC CLUB,MARION GOLF & ATHLETIC CLUB,Marion,AR,761
1724,Maumelle Country Club,Maumelle Country Club,Maumelle,AR,762
1729,MEADOWBROOK COUNTRY CLUB,MEADOWBROOK COUNTRY CLUB,West Memphis,AR,763
1803,MILLWOOD LANDING GOLF CLUB,MILLWOOD LANDING GOLF CLUB,Ashdown,AR,764
1798,Monticello Country Club,Monticello Country Club,Monticello,AR,765
1734,MORRILTON COUNTRY CLUB,MORRILTON COUNTRY CLUB,MORRILTON,AR,766
1716,MOUNTAIN RANCH GOLF CLUB,MOUNTAIN RANCH GOLF CLUB,Fairfield Bay,AR,767
21161,Mystic Creek Golf Club,Mystic Creek Golf Club,El Dorado,AR,768
1814,NASHVILLE COUNTRY CLUB,NASHVILLE COUNTRY CLUB,NASHVILLE,AR,769
1712,New Haven Golf Club,New Haven Golf Club,Texarkana,AR,770
1831,NEWPORT COUNTRY CLUB,NEWPORT COUNTRY CLUB,NEWPORT,AR,771
8919,Nutters Chapel Golf & Country Club,Nutters Chapel Golf & Country Club,Conway,AR,772
1795,OAK HILLS COUNTRY CLUB,OAK HILLS COUNTRY CLUB,DEWITT,AR,773
1745,OUACHITA COUNTRY CLUB,OUACHITA COUNTRY CLUB,MENA,AR,774
1753,OZARK RECREATION GOLF CLUB,OZARK RECREATION GOLF CLUB,Ozark,AR,775
1710,Paradise Valley Golf and AC,Paradise Valley Golf and AC,Fayetteville,AR,776
1719,PARAGOULD COUNTRY CLUB,PARAGOULD COUNTRY CLUB,Paragould,AR,777
1769,PERSIMMON RIDGE GOLF CLUB,PERSIMMON RIDGE GOLF CLUB,Greenbrier,AR,778
1728,PINE BLUFF COUNTRY CLUB,PINE BLUFF COUNTRY CLUB,PINE BLUFF,AR,779
1733,PINE HILLS COUNTRY CLUB,PINE HILLS COUNTRY CLUB,SMACKOVER,AR,780
1722,PINNACLE COUNTRY CLUB,PINNACLE COUNTRY CLUB,Rogers,AR,781
1741,Pleasant Valley Country Club,Pleasant Valley Country Club - Pleasant Valley Country Club (1 - 18),Little Rock,AR,782
17992,Pleasant Valley Country Club,"Pleasant Valley Country Club - Pleasant Valley Country Club (1 - 9, 19 - 27)",Little Rock,AR,783
1742,Pleasant Valley Country Club,Pleasant Valley Country Club - Pleasant Valley Country Club (10 - 27),Little Rock,AR,784
11537,Prairie Country Club,Prairie Country Club,Crossett,AR,785
1761,PRAIRIE CREEK COUNTRY CLUB,PRAIRIE CREEK COUNTRY CLUB,Rogers,AR,786
1824,PRESCOTT COUNTRY CLUB,PRESCOTT COUNTRY CLUB,PRESCOTT,AR,787
1786,RAZORBACK PARK GOLF COURSE,RAZORBACK PARK GOLF COURSE,Fayetteville,AR,788
11544,Rebsamen Golf Course,Rebsamen Golf Course,Little Rock,AR,789
1781,RED APPLE INN & GOLF CLUB,RED APPLE INN & GOLF CLUB,Heber Springs,AR,790
23700,Red Martin Country Club,Red Martin Country Club,Gurdon,AR,791
1730,Ridgecrest Country Club,Ridgecrest Country Club,Forrest City,AR,792
1768,RIDGEPOINTE COUNTRY CLUB,RIDGEPOINTE COUNTRY CLUB,Jonesboro,AR,793
17753,Rolling Hills Country Club,Rolling Hills Country Club,Pocahontas,AR,794
1708,ROLLING HILLS COUNTRY CLUB - Cabot,ROLLING HILLS COUNTRY CLUB - Cabot,Cabot,AR,795
11539,Russellville Country Club,Russellville Country Club,Russellville,AR,796
1718,SAGE MEADOWS COUNTRY CLUB,SAGE MEADOWS COUNTRY CLUB,JONESBORO,AR,797
1767,Searcy Country Club,Searcy Country Club,Searcy,AR,798
1758,SHADOW VALLEY COUNTRY CLUB,SHADOW VALLEY COUNTRY CLUB,Rogers,AR,799
23677,Sheridan Country Club,Sheridan Country Club,Sheridan,AR,800
1788,SILOAM SPRINGS COUNTRY CLUB,SILOAM SPRINGS COUNTRY CLUB,Siloam Springs,AR,801
1797,Silver Springs Country Club,Silver Springs Country Club,Benton,AR,802
17901,Southern Oaks Country Club,Southern Oaks Country Club,Jacksonville,AR,803
11545,Springdale Country Club,Springdale Country Club,Springdale,AR,804
18072,Stonebridge Meadows Golf Club,Stonebridge Meadows Golf Club,"Fayetteville, AR",AR,805
1749,STONELINKS GOLF CLUB,STONELINKS GOLF CLUB,NORTH LITTLE ROCK,AR,806
1782,STUTTGART COUNTRY CLUB,STUTTGART COUNTRY CLUB,Stuttgart,AR,807
1810,TANNENBAUM GOLF CLUB,TANNENBAUM GOLF CLUB,DRASCO,AR,808
1714,TEXARKANA COUNTRY CLUB,TEXARKANA COUNTRY CLUB,Texarkana,AR,809
14881,The Alotian Club,The Alotian Club,Roland,AR,810
1756,The Course at Eagle Mountain,The Course at Eagle Mountain,Batesville,AR,811
1780,THE COURSE AT RIVER OAKS,THE COURSE AT RIVER OAKS,Searcy,AR,812
1805,THE CREEKS PUBLIC LINKS,THE CREEKS PUBLIC LINKS,Cave Springs,AR,813
1811,THE FIRST TEE OF FORT SMITH,THE FIRST TEE OF FORT SMITH,Fort Smith,AR,814
1826,THE GOLF CLUB AT VALLEY VIEW,THE GOLF CLUB AT VALLEY VIEW,FARMINGTON,AR,815
2072,The Greens at North Hills,The Greens at North Hills,Sherwood,AR,816
21017,The Greens on Blossom Way,The Greens on Blossom Way,Rogers,AR,817
1817,THE LINKS AT TEXARKANA,THE LINKS AT TEXARKANA,TEXARKANA,AR,818
20681,The Ridges at Village Creek,The Ridges at Village Creek - North-East,Wynne,AR,819
20680,The Ridges at Village Creek,The Ridges at Village Creek - North-West,Wynne,AR,820
20686,The Ridges at Village Creek,The Ridges at Village Creek - West-East,Wynne,AR,821
1828,THREE RIVERS COUNTRY CLUB,THREE RIVERS COUNTRY CLUB,MARKED TREE,AR,822
1807,THUNDER BAYOU GOLF CLUB,THUNDER BAYOU GOLF CLUB,Blytheville,AR,823
1793,THUNDERBIRD COUNTRY CLUB,THUNDERBIRD COUNTRY CLUB,Heber Springs,AR,824
11538,Trumann Country Club,Trumann Country Club,Trumann,AR,825
1825,TWIN LAKES GOLF COURSE,TWIN LAKES GOLF COURSE,MOUNTAIN HOME,AR,826
21050,Vache Grasse Golf Club,Vache Grasse Golf Club,Greenwood,AR,827
14701,War Memorial Golf Course,War Memorial Golf Course,Little Rock,AR,828
21037,Warren Country Club,Warren Country Club,Warren,AR,829
24090,'16 USWO,'16 USWO,Far Hills,CA,830
26178,17' U.S. Am.,17' U.S. Am. - Bel-Air C.C.,Los Angeles,CA,831
26179,17' U.S. Am.,17' U.S. Am. - Riviera C.C.,Los Angeles,CA,832
26158,'17 U.S. WA,'17 U.S. WA,Chula Vista,CA,833
26928,'18 U.S. Amateur - Spyglass,'18 U.S. Amateur - Spyglass,Pebble Beach,CA,834
26957,'18 U.S. Amateur- Pebble Beach,'18 U.S. Amateur- Pebble Beach,Pebble Beach,CA,835
14228,Adams Springs GC,Adams Springs GC,Loch Lomond,CA,836
3923,Admiral Baker Golf Course,Admiral Baker Golf Course - North,San Diego,CA,837
3924,Admiral Baker Golf Course,Admiral Baker Golf Course - South,San Diego,CA,838
2761,Adobe Creek GC,Adobe Creek GC,Petaluma,CA,839
7785,Aetna Springs GC,Aetna Springs GC,Pope Valley,CA,840
2759,Airways GC,Airways GC,Fresno,CA,841
2170,Alhambra Golf Course,Alhambra Golf Course,Alhambra,CA,842
2625,Aliso Viejo Country Club,Aliso Viejo Country Club,Aliso Viejo,CA,843
2672,Allen's GC,Allen's GC,Redding,CA,844
7773,Almaden CC,Almaden CC,San Jose,CA,845
2161,Alondra Park Golf Course,Alondra Park Golf Course,Lawndale,CA,846
20961,Alondra Park Golf Course,Alondra Park Golf Course - Par 3 Course,Lawndale,CA,847
7757,Alta Sierra CC,Alta Sierra CC,Grass Valley,CA,848
2567,Alta Vista Country Club,Alta Vista Country Club,Placentia,CA,849
2608,Altadena Golf Course,Altadena Golf Course,Altadena,CA,850
3629,Anaheim Dad Miller Golf Course,Anaheim Dad Miller Golf Course,Anaheim,CA,851
3615,Anaheim Hills Golf Club,Anaheim Hills Golf Club,Anaheim,CA,852
2812,Ancil Hoffman GC,Ancil Hoffman GC,Carmichael,CA,853
2609,Andalusia Country Club,Andalusia Country Club,La Quinta,CA,854
2771,Anderson Tucker Oaks GC,Anderson Tucker Oaks GC,Redding,CA,855
2607,Angeles National Golf Club,Angeles National Golf Club,Sunland,CA,856
2568,Annandale Golf Club,Annandale Golf Club,Pasadena,CA,857
17774,Annenberg Retreat at Sunnylands - DO NOT PUBLISH,Annenberg Retreat at Sunnylands - DO NOT PUBLISH,Rancho Mirage,CA,858
2796,Antelope Greens GC,Antelope Greens GC,Antelope,CA,859
2569,Antelope Valley Country Club,Antelope Valley Country Club,Palmdale,CA,860
14295,Apple Mountain GR,Apple Mountain GR,Camino,CA,861
2570,Apple Valley Golf Course,Apple Valley Golf Course,Apple Valley,CA,862
2719,Arbuckle GC,Arbuckle GC,Arbuckle,CA,863
2571,Arrowhead Country Club,Arrowhead Country Club,San Bernardino,CA,864
2753,Arrowhead GC,Arrowhead GC,Alturas,CA,865
3943,Arrowood Golf Course,Arrowood Golf Course,Oceanside,CA,866
2641,Arroyo Trabuco Golf Club,Arroyo Trabuco Golf Club,Mission Viejo,CA,867
24055,Ashwood Golf Course,Ashwood Golf Course - Birch/Birch,Apple Valley,CA,868
3611,Ashwood Golf Course,Ashwood Golf Course - Birch/Mesquite,Apple Valley,CA,869
24056,Ashwood Golf Course,Ashwood Golf Course - Mesquite/Mesquite,Apple Valley,CA,870
3610,Ashwood Golf Course,Ashwood Golf Course - Mesquite/Sycamore,Apple Valley,CA,871
3612,Ashwood Golf Course,Ashwood Golf Course - Sycamore/Birch,Apple Valley,CA,872
24057,Ashwood Golf Course,Ashwood Golf Course - Sycamore/Sycamore,Apple Valley,CA,873
14289,Auburn Lake Trails GC,Auburn Lake Trails GC,Cool,CA,874
7746,Auburn Valley GC,Auburn Valley GC,Auburn,CA,875
3954,Aviara Golf Club,Aviara Golf Club,Carlsbad,CA,876
24043,Avila Beach Golf Resort,Avila Beach Golf Resort - Avila Beach Golf Course,Avila Beach,CA,877
15024,Avila Beach Golf Resort,Avila Beach Golf Resort - Event Course 1,Avila Beach,CA,878
23666,Avila Beach Golf Resort,Avila Beach Golf Resort - Event Course 2,Avila Beach,CA,879
2620,Avondale Golf Club,Avondale Golf Club,Palm Desert,CA,880
4674,Avondale Golf Club,Avondale Golf Club - 9s Played Twice,Palm Desert,CA,881
2181,Azusa Greens Country Club,Azusa Greens Country Club,Azusa,CA,882
2680,Bailey Creek GC,Bailey Creek GC,Lake Almanor,CA,883
2572,Bakersfield Country Club,Bakersfield Country Club,Bakersfield,CA,884
3618,Balboa Park Golf Club,Balboa Park Golf Club,San Diego,CA,885
14688,Balboa Park Golf Club,Balboa Park Golf Club - 9 Hole Course,San Diego,CA,886
3962,Barbara Worth Golf Resort,Barbara Worth Golf Resort,Holtville,CA,887
3958,Barona Creek Golf Club,Barona Creek Golf Club,Lakeside,CA,888
13691,Bartley Cavanaugh GC,Bartley Cavanaugh GC,Sacramento,CA,889
2733,Baylands GL,Baylands GL,Palo Alto,CA,890
14257,Bayonet/Black Horse GC,Bayonet/Black Horse GC - Bayonet,Seaside,CA,891
14258,Bayonet/Black Horse GC,Bayonet/Black Horse GC - Black Horse,Seaside,CA,892
17942,Baywood GCC,Baywood GCC,Arcata,CA,893
2573,Bear Creek Golf Club,Bear Creek Golf Club,Murrieta,CA,894
2549,Bear Mountain Golf Course,Bear Mountain Golf Course,Big Bear Lake,CA,895
2742,Beau Pre GC,Beau Pre GC,McKinleyville,CA,896
3623,Bel Air Greens Golf Course,Bel Air Greens Golf Course,Palm Springs,CA,897
2574,Bel-Air Country Club,Bel-Air Country Club,Los Angeles,CA,898
2500,Bella Collina Towne & Country Club,Bella Collina Towne & Country Club - Carnoustie/Muirfield,San Clemente,CA,899
2501,Bella Collina Towne & Country Club,Bella Collina Towne & Country Club - Muirfield/Royal Lytham,San Clemente,CA,900
2502,Bella Collina Towne & Country Club,Bella Collina Towne & Country Club - Royal Lytham/Carnoustie,San Clemente,CA,901
7766,Belmont CC,Belmont CC,Fresno,CA,902
2509,Ben Brown's Golf Course,Ben Brown's Golf Course,Laguna Beach,CA,903
17941,Benbow Valley R&CC,Benbow Valley R&CC,Garberville,CA,904
2756,Bennett Valley GC,Bennett Valley GC,Santa Rosa,CA,905
14255,Berkeley CC,Berkeley CC,El Cerrito,CA,906
2618,Bermuda Dunes Country Club,Bermuda Dunes Country Club - Classic #1 - Classic #2,Bermuda Dunes,CA,907
2617,Bermuda Dunes Country Club,Bermuda Dunes Country Club - Classic #2 - Lake,Bermuda Dunes,CA,908
23794,Bermuda Dunes Country Club,Bermuda Dunes Country Club - Lake,Bermuda Dunes,CA,909
2616,Bermuda Dunes Country Club,Bermuda Dunes Country Club - Lake - Classic #1,Bermuda Dunes,CA,910
2542,Bernardo Heights Country Club,Bernardo Heights Country Club,San Diego,CA,911
2657,Bidwell Park GC,Bidwell Park GC,Chico,CA,912
2518,Big Canyon Country Club,Big Canyon Country Club,Newport Beach,CA,913
2544,Big Rock Golf Course at Indian Springs,Big Rock Golf Course at Indian Springs,Indio,CA,914
13972,Big Trees GC,Big Trees GC,Wawona,CA,915
2765,Bigfoot GCC,Bigfoot GCC,Willlow Creek,CA,916
2639,Bighorn Golf Club,Bighorn Golf Club - The Canyons,Palm Desert,CA,917
2640,Bighorn Golf Club,Bighorn Golf Club - The Mountains,Palm Desert,CA,918
13936,Bing Maloney GC,Bing Maloney GC,Sacramento,CA,919
3601,Birch Hills Golf Course,Birch Hills Golf Course,Brea,CA,920
23931,Birch Hills Golf Course,Birch Hills Golf Course - Short Course,Brea,CA,921
2520,Birnam Wood Golf Club,Birnam Wood Golf Club,Santa Barbara,CA,922
14262,Bishop CC,Bishop CC,Bishop,CA,923
5657,Bixby Village Golf Course,Bixby Village Golf Course,Long Beach,CA,924
2606,Black Gold Golf Course,Black Gold Golf Course,Yorba Linda,CA,925
2685,Black Oak GC,Black Oak GC,Auburn,CA,926
2726,Black Rock GC,Black Rock GC,Cobb,CA,927
2773,Blackberry Farm GC,Blackberry Farm GC,Cupertino,CA,928
7759,Blackhawk CC,Blackhawk CC - Falls,Danville,CA,929
7758,Blackhawk CC,Blackhawk CC - Lakeside,Danville,CA,930
3626,Blacklake Golf Resort,Blacklake Golf Resort - Canyon/Oaks,Nipomo,CA,931
21174,Blacklake Golf Resort,Blacklake Golf Resort - Lakes,Nipomo,CA,932
3625,Blacklake Golf Resort,Blacklake Golf Resort - Lakes/Canyon,Nipomo,CA,933
21189,Blacklake Golf Resort,Blacklake Golf Resort - Oaks,Nipomo,CA,934
3624,Blacklake Golf Resort,Blacklake Golf Resort - Oaks/Lakes,Nipomo,CA,935
2757,Blue Rock Springs GC,Blue Rock Springs GC - East,Vallejo,CA,936
2725,Blue Rock Springs GC,Blue Rock Springs GC - West,Vallejo,CA,937
24072,Bluff Pointe GC,Bluff Pointe GC,Fresno,CA,938
3644,Blythe Municipal Golf Course,Blythe Municipal Golf Course,Blythe,CA,939
7779,Bodega Harbour (Links at),Bodega Harbour (Links at),Bodega Bay,CA,940
3941,Bonita Golf Club,Bonita Golf Club,Bonita,CA,941
3904,Borrego Springs Resort,Borrego Springs Resort,Borrego Springs,CA,942
14243,Boulder Creek GCC&R,Boulder Creek GCC&R,Boulder Creek,CA,943
3909,Boulder Oaks Golf Club,Boulder Oaks Golf Club,Escondido,CA,944
14229,Boulder Ridge (GC at),Boulder Ridge (GC at),San Jose,CA,945
2735,Boundary Oak GC,Boundary Oak GC,Walnut Creek,CA,946
14668,Braemar Country Club,Braemar Country Club - Masters/US Open,Tarzana,CA,947
14670,Braemar Country Club,Braemar Country Club - US Open/Western,Tarzana,CA,948
14671,Braemar Country Club,Braemar Country Club - Western/Masters,Tarzana,CA,949
14695,Brea Creek Golf Course,Brea Creek Golf Course,Brea,CA,950
2655,Brentwood (GC at),Brentwood (GC at) - Creekside/Hillside,Brentwood,CA,951
20624,Brentwood (GC at),Brentwood (GC at) - Diablo/Creekside,Brentwood,CA,952
2656,Brentwood (GC at),Brentwood (GC at) - Hillside/Diablo,Brentwood,CA,953
2519,Brentwood Country Club,Brentwood Country Club,Los Angeles,CA,954
17943,Bridges (The),Bridges (The),San Ramon,CA,955
7827,Brookside CC,Brookside CC,Stockton,CA,956
26354,Brookside Golf Club,Brookside Golf Club - 9-Hole Stadium Course,Pasadena,CA,957
3645,Brookside Golf Club,Brookside Golf Club - Course #1 (C.W. Koiner),Pasadena,CA,958
3662,Brookside Golf Club,Brookside Golf Club - Course #2 (E.O. Nay),Pasadena,CA,959
27101,Brookside Golf Club,Brookside Golf Club - Rose Bowl Stadium Course,Pasadena,CA,960
14239,Brooktrails GC,Brooktrails GC,Willits,CA,961
14310,Buchanan Fields GC,Buchanan Fields GC,Concord,CA,962
14311,Buckingham GC,Buckingham GC,Kelseyville,CA,963
3582,Buena Vista Golf Course,Buena Vista Golf Course,Taft,CA,964
2186,Buenaventura Golf Course,Buenaventura Golf Course,Ventura,CA,965
7784,Burlingame CC,Burlingame CC,Hillsborough,CA,966
7792,Butte Creek CC,Butte Creek CC,Chico,CA,967
2597,Calabasas Country Club,Calabasas Country Club,Calabasas,CA,968
2521,California Country Club,California Country Club,Whittier,CA,969
14224,California GC of SF,California GC of SF,South San Francisco,CA,970
3915,California Oaks Golf Course,California Oaks Golf Course,Murrieta,CA,971
2178,Calimesa Country Club (CLOSED),Calimesa Country Club (CLOSED),Calimesa,CA,972
2734,Callippe Preserve GC,Callippe Preserve GC,Pleasanton,CA,973
3596,Camarillo Springs Golf Course,Camarillo Springs Golf Course,Camarillo,CA,974
7752,Cameron Park CC,Cameron Park CC,Cameron Park,CA,975
2700,Camino Heights GC,Camino Heights GC,Camino,CA,976
2679,Campus Commons GC,Campus Commons GC,Sacramento,CA,977
2522,Candlewood Country Club,Candlewood Country Club,Whittier,CA,978
2523,Canyon Crest Country Club,Canyon Crest Country Club,Riverside,CA,979
24379,Canyon Crest Country Club,Canyon Crest Country Club - Alternate Course,Riverside,CA,980
2524,Canyon Lake Country Club,Canyon Lake Country Club,Canyon Lake,CA,981
7837,Canyon Lakes GC & Brewery,Canyon Lakes GC & Brewery,San Ramon,CA,982
7821,Canyon Oaks CC,Canyon Oaks CC,Chico,CA,983
3634,Carlton Oaks Golf Club,Carlton Oaks Golf Club,Santee,CA,984
3928,Carmel Mountain Ranch Country Club (CLOSED),Carmel Mountain Ranch Country Club (CLOSED),San Diego,CA,985
7802,Carmel Valley Ranch GC,Carmel Valley Ranch GC,Carmel,CA,986
3656,Casta Del Sol Golf Course,Casta Del Sol Golf Course,Mission Viejo,CA,987
3944,Castle Creek Country Club,Castle Creek Country Club,Escondido,CA,988
2795,Castle Oaks GC,Castle Oaks GC,Ione,CA,989
7777,Castlewood CC,Castlewood CC - Hill,Pleasanton,CA,990
7778,Castlewood CC,Castlewood CC - Valley,Pleasanton,CA,991
2513,Catalina Island Golf Course,Catalina Island Golf Course,Avalon,CA,992
2385,Cathedral Canyon Golf Club,Cathedral Canyon Golf Club,Cathedral City,CA,993
7797,Catta Verdera CC,Catta Verdera CC,Lincoln,CA,994
3594,Chalk Mountain GC,Chalk Mountain GC,Atascadero,CA,995
2400,Champions Club at The Retreat (CLOSED),Champions Club at The Retreat (CLOSED),Corona,CA,996
2790,CHAMPIONS GL,CHAMPIONS GL,SACRAMENTO,CA,997
2525,Chaparral Country Club,Chaparral Country Club,Palm Desert,CA,998
7745,Chardonnay GC,Chardonnay GC,Napa,CA,999
3627,Cherry Hills Golf Club,Cherry Hills Golf Club,Sun City,CA,1000
17704,Cherry Island GC,Cherry Island GC,Elverta,CA,1001
2163,Chester L. Washington Golf Course,Chester L. Washington Golf Course,Los Angeles,CA,1002
