Club Name,Course Name,City,State,Course ID,Google Places ID,Latitude,Longitude,Access
Auburn Lake Trails GC,Auburn Lake Trails GC,Cool,CA,14289,ChIJvQc1zg8Em4ARmGXOJEScTAA,38.901433,-120.999262,Private
Auburn Valley GC,Auburn Valley GC,Auburn,CA,7746,ChIJo7F6wsETm4AR76btt1aDjwY,39.003957,-121.148565,Public
Aviara Golf Club,Aviara Golf Club,Carlsbad,CA,3954,ChIJRe93nbAM3IARGcoPaWf6kQw,33.0931658,-117.2852093,Public
Avila Beach Golf Resort,Avila Beach Golf Resort - Avila Beach Golf Course,Avila Beach,CA,24043,ChIJTdQPqzX47IAR4Dk32dNPcoo,35.1822945,-120.7389919,Public
Avila Beach Golf Resort,Avila Beach Golf Resort - Event Course 1,Avila Beach,CA,15024,ChIJTdQPqzX47IAR4Dk32dNPcoo,35.1822945,-120.7389919,Public
Avila Beach Golf Resort,Avila Beach Golf Resort - Event Course 2,Avila Beach,CA,23666,ChIJTdQPqzX47IAR4Dk32dNPcoo,35.1822945,-120.7389919,Public
Avondale Golf Club,Avondale Golf Club,Palm Desert,CA,2620,ChIJBbS-oW782oAR36e-KnkocDk,33.7652586,-116.3428725,Private
Avondale Golf Club,Avondale Golf Club - 9s Played Twice,Palm Desert,CA,4674,ChIJBbS-oW782oAR36e-KnkocDk,33.7652586,-116.3428725,Private
Azusa Greens Country Club,Azusa Greens Country Club,Azusa,CA,2181,ChIJW2iEz4Mnw4ARSE_oGr_ZDhg,34.146758,-117.912302,Public
Bailey Creek GC,Bailey Creek GC,Lake Almanor,CA,2680,ChIJ4XJiRe5snYARhY4DLgobkok,40.290872,-121.14017,Public
Barbara Worth Golf Resort,Barbara Worth Golf Resort,Holtville,CA,3962,ChIJ1yMAZxtp14AR8dKKren7fWM,32.801322,-115.417237,Public
Barona Creek Golf Club,Barona Creek Golf Club,Lakeside,CA,3958,ChIJq-wAbkvh24ARkbhxf39o6Lo,32.9390105,-116.8735649,Public
Bayonet/Black Horse GC,Bayonet/Black Horse GC - Bayonet,Seaside,CA,14257,ChIJI9RttrDkjYARU7VPnIY8EIk,36.61107,-121.85162,Public
Bayonet/Black Horse GC,Bayonet/Black Horse GC - Black Horse,Seaside,CA,14258,ChIJI9RttrDkjYARU7VPnIY8EIk,36.61107,-121.85162,Public
Baywood GCC,Baywood GCC,Arcata,CA,17942,ChIJtVWUTNtX0VQR4I_SquYKOr4,40.849033,-124.048825,Private
Bear Creek Golf Club,Bear Creek Golf Club,Murrieta,CA,2573,ChIJ7QsoUWKD3IARzWM1EK3FCqc,33.5821244,-117.2622997,Private
Bear Mountain Golf Course,Bear Mountain Golf Course,Big Bear Lake,CA,2549,ChIJ94oRbPS0xIARSnfTXGIHvQk,34.2277648,-116.8614599,Public
Beau Pre GC,Beau Pre GC,McKinleyville,CA,2742,ChIJwWPQgChb0VQRKYvyfu16ypM,40.963522,-124.096051,Public
Bella Collina Towne & Country Club,Bella Collina Towne & Country Club - Carnoustie/Muirfield,San Clemente,CA,2500,ChIJwdtlKXrz3IARfuk2hD7TGWU,33.45051,-117.583233,Private
Bella Collina Towne & Country Club,Bella Collina Towne & Country Club - Muirfield/Royal Lytham,San Clemente,CA,2501,ChIJwdtlKXrz3IARfuk2hD7TGWU,33.45051,-117.583233,Private
Bella Collina Towne & Country Club,Bella Collina Towne & Country Club - Royal Lytham/Carnoustie,San Clemente,CA,2502,ChIJwdtlKXrz3IARfuk2hD7TGWU,33.45051,-117.583233,Private
Ben Brown's Golf Course,Ben Brown's Golf Course,Laguna Beach,CA,2509,ChIJOcigNmbl3IARzr-D8IRhBVQ,33.5114237,-117.7526968,Public
Bennett Valley GC,Bennett Valley GC,Santa Rosa,CA,2756,ChIJo1ZPYONIhIARC-6Z0eoYYE4,38.420393,-122.661772,Public
Berkeley CC,Berkeley CC,El Cerrito,CA,14255,ChIJd2zQL7B5hYARZHKjCJvli4k,37.934848,-122.303293,Private
Bermuda Dunes Country Club,Bermuda Dunes Country Club - Classic #1 - Classic #2,Bermuda Dunes,CA,2618,ChIJUYB5Y3r52oARcpgHx9ApvqA,33.7375624,-116.2806496,Private
Bermuda Dunes Country Club,Bermuda Dunes Country Club - Classic #2 - Lake,Bermuda Dunes,CA,2617,ChIJUYB5Y3r52oARcpgHx9ApvqA,33.7375624,-116.2806496,Private
Bermuda Dunes Country Club,Bermuda Dunes Country Club - Lake,Bermuda Dunes,CA,23794,ChIJUYB5Y3r52oARcpgHx9ApvqA,33.7375624,-116.2806496,Private
Bermuda Dunes Country Club,Bermuda Dunes Country Club - Lake - Classic #1,Bermuda Dunes,CA,2616,ChIJUYB5Y3r52oARcpgHx9ApvqA,33.7375624,-116.2806496,Private
Bidwell Park GC,Bidwell Park GC,Chico,CA,2657,ChIJg5vqrSUog4ARDz_UPzMd_F8,39.768115,-121.779226,Public
Big Canyon Country Club,Big Canyon Country Club,Newport Beach,CA,2518,ChIJp9UtUYLg3IARfOGMO1wiAdE,33.62022,-117.869623,Private
Big Rock Golf Course at Indian Springs,Big Rock Golf Course at Indian Springs,Indio,CA,2544,ChIJb-CP9qz52oARuujn21y6v8o,33.7154513,-116.2701874,Public
Bighorn Golf Club,Bighorn Golf Club - The Canyons,Palm Desert,CA,2639,ChIJ-8DNjNL_2oAREDv_5bpKrCc,33.679424,-116.409079,Private
Bighorn Golf Club,Bighorn Golf Club - The Mountains,Palm Desert,CA,2640,ChIJ-8DNjNL_2oAREDv_5bpKrCc,33.679424,-116.409079,Private
Birch Hills Golf Course,Birch Hills Golf Course,Brea,CA,3601,ChIJS4HrQ_jU3IARMPOIAgLA1_I,33.916645,-117.868796,Public
Birch Hills Golf Course,Birch Hills Golf Course - Short Course,Brea,CA,23931,ChIJS4HrQ_jU3IARMPOIAgLA1_I,33.916645,-117.868796,Public
Birnam Wood Golf Club,Birnam Wood Golf Club,Santa Barbara,CA,2520,ChIJSxQ9TnQS6YAR2acFo7nN7Nk,34.438761,-119.61318,Private
Bishop CC,Bishop CC,Bishop,CA,14262,ChIJgZ6t0wcWvoARMeGDR-Ut14Y,37.3411662,-118.3972399,Public
Bixby Village Golf Course,Bixby Village Golf Course,Long Beach,CA,5657,ChIJTSjjkiow3YAREx7PDVW0VSw,33.768827,-118.115763,Public
Black Gold Golf Course,Black Gold Golf Course,Yorba Linda,CA,2606,ChIJh_WS1JLT3IART4Hc8N3fNco,33.9041499,-117.8241022,Public
Black Oak GC,Black Oak GC,Auburn,CA,2685,ChIJNzifY9oPm4AR6kWc2BQ9jxY,38.966998,-121.073381,Public
Black Rock GC,Black Rock GC,Cobb,CA,2726,ChIJ74fyqVILhIARdhH1OeOIUXk,38.822529,-122.718567,Public
Blackberry Farm GC,Blackberry Farm GC,Cupertino,CA,2773,ChIJQ3tic0K0j4ARU47_pSln6Z0,37.322539,-122.059605,Public
Blackhawk CC,Blackhawk CC - Falls,Danville,CA,7759,ChIJvaYgviryj4ARPAM5sYpAX7c,37.819005,-121.915084,Private
Blackhawk CC,Blackhawk CC - Lakeside,Danville,CA,7758,ChIJvaYgviryj4ARPAM5sYpAX7c,37.819005,-121.915084,Private
Blacklake Golf Resort,Blacklake Golf Resort - Canyon/Oaks,Nipomo,CA,3626,ChIJkWJSA1Bd7IARjYABILA1Gts,35.050801,-120.545207,Public
Blacklake Golf Resort,Blacklake Golf Resort - Lakes,Nipomo,CA,21174,ChIJkWJSA1Bd7IARjYABILA1Gts,35.050801,-120.545207,Public
Blacklake Golf Resort,Blacklake Golf Resort - Lakes/Canyon,Nipomo,CA,3625,ChIJkWJSA1Bd7IARjYABILA1Gts,35.050801,-120.545207,Public
Blacklake Golf Resort,Blacklake Golf Resort - Oaks,Nipomo,CA,21189,ChIJkWJSA1Bd7IARjYABILA1Gts,35.050801,-120.545207,Public
Blacklake Golf Resort,Blacklake Golf Resort - Oaks/Lakes,Nipomo,CA,3624,ChIJkWJSA1Bd7IARjYABILA1Gts,35.050801,-120.545207,Public
Blue Rock Springs GC,Blue Rock Springs GC - East,Vallejo,CA,2757,ChIJkyMylZRyhYAR9KbNgJTXG9A,38.122523,-122.195777,Public
Blue Rock Springs GC,Blue Rock Springs GC - West,Vallejo,CA,2725,ChIJkyMylZRyhYAR9KbNgJTXG9A,38.122523,-122.195777,Public
Blythe Municipal Golf Course,Blythe Municipal Golf Course,Blythe,CA,3644,ChIJzUZG78I90YAR7zsVSNCUaVc,33.6722084,-114.6303301,Public
Bodega Harbour (Links at),Bodega Harbour (Links at),Bodega Bay,CA,7779,ChIJlc9i0PAohIARTTIBrRB2aBg,38.312935,-123.02743,Public
Bonita Golf Club,Bonita Golf Club,Bonita,CA,3941,ChIJWdGiIDxQ2YAR__KSU_zhLwA,32.680052,-117.014779,Public
Boulder Oaks Golf Club,Boulder Oaks Golf Club,Escondido,CA,3909,ChIJhVey58KL24ARJ8_Fj-G-arM,33.215426,-117.109479,Public
Boundary Oak GC,Boundary Oak GC,Walnut Creek,CA,2735,ChIJSaDw_nBghYAR5FBL9qi1-d4,37.924079,-121.996967,Public
Braemar Country Club,Braemar Country Club - Masters/US Open,Tarzana,CA,14668,ChIJvc-iT--YwoAR8G_wInFFr-I,34.143341,-118.540909,Private
Braemar Country Club,Braemar Country Club - US Open/Western,Tarzana,CA,14670,ChIJvc-iT--YwoAR8G_wInFFr-I,34.143341,-118.540909,Private
Braemar Country Club,Braemar Country Club - Western/Masters,Tarzana,CA,14671,ChIJvc-iT--YwoAR8G_wInFFr-I,34.143341,-118.540909,Private
Brea Creek Golf Course,Brea Creek Golf Course,Brea,CA,14695,ChIJbeoWYnHV3IARijv5taNZRIY,33.91176,-117.907733,Public
Brentwood (GC at),Brentwood (GC at) - Creekside/Hillside,Brentwood,CA,2655,ChIJk7vbdUn5j4AR4-DfCtDMuX0,37.924403,-121.727725,Public
Brentwood (GC at),Brentwood (GC at) - Diablo/Creekside,Brentwood,CA,20624,ChIJk7vbdUn5j4AR4-DfCtDMuX0,37.924403,-121.727725,Public
Brentwood (GC at),Brentwood (GC at) - Hillside/Diablo,Brentwood,CA,2656,ChIJk7vbdUn5j4AR4-DfCtDMuX0,37.924403,-121.727725,Public
Bridges (The),Bridges (The),San Ramon,CA,17943,ChIJ8exIw3byj4ARDHqW2KE5a54,37.7711774,-121.9336672,Public
Brookside CC,Brookside CC,Stockton,CA,7827,ChIJzfxdp30OkIAR0kIPWk0Js9A,37.978811,-121.359464,Private
Brookside Golf Club,Brookside Golf Club - 9-Hole Stadium Course,Pasadena,CA,26354,ChIJ5cEWW6zDwoARGqlU3hiwGfs,34.167744,-118.169907,Public
Brookside Golf Club,Brookside Golf Club - Course #1 (C.W. Koiner),Pasadena,CA,3645,ChIJ5cEWW6zDwoARGqlU3hiwGfs,34.167744,-118.169907,Public
Brookside Golf Club,Brookside Golf Club - Course #2 (E.O. Nay),Pasadena,CA,3662,ChIJ5cEWW6zDwoARGqlU3hiwGfs,34.167744,-118.169907,Public
Brookside Golf Club,Brookside Golf Club - Rose Bowl Stadium Course,Pasadena,CA,27101,ChIJ5cEWW6zDwoARGqlU3hiwGfs,34.167744,-118.169907,Public
Brooktrails GC,Brooktrails GC,Willits,CA,14239,ChIJOWtgXwyXgYAR2R7GUn9s_BY,39.437363,-123.384857,Public
Buchanan Fields GC,Buchanan Fields GC,Concord,CA,14310,ChIJHb2xwJRmhYARIO0m0Zecyb8,37.978958,-122.060318,Public
Buckingham GC,Buckingham GC,Kelseyville,CA,14311,ChIJc2vqyvHyg4ARohFqmVdRc_o,39.001055,-122.753261,Public
Buena Vista Golf Course,Buena Vista Golf Course,Taft,CA,3582,ChIJd6mZfShK6oARdRu5qL-rP8c,35.232191,-119.370332,Public
Buenaventura Golf Course,Buenaventura Golf Course,Ventura,CA,2186,ChIJz2dF92xN6IARbtYURaFsmKU,34.242026,-119.208759,Public
Burlingame CC,Burlingame CC,Hillsborough,CA,7784,ChIJxUU_Lht2j4ARyqlPgVNaGXY,37.570071,-122.365981,Private
Butte Creek CC,Butte Creek CC,Chico,CA,7792,ChIJswj-JR8vg4AR72tEbvt0JUk,39.682563,-121.774357,Private
Calabasas Country Club,Calabasas Country Club,Calabasas,CA,2597,ChIJG9DSsDuewoARLx0L_r-jdz0,34.142829,-118.658911,Private
California Country Club,California Country Club,Whittier,CA,2521,ChIJYfDlrtXWwoARn-Wodfvxqkg,34.0351304,-118.014135,Private
California GC of SF,California GC of SF,South San Francisco,CA,14224,ChIJXwoMgIF5j4ARLJKMyu-B0Aw,37.652261,-122.436318,Private
California Oaks Golf Course,California Oaks Golf Course,Murrieta,CA,3915,ChIJEZ0urPeC3IARjdcsIkU-6qQ,33.574272,-117.20493,Public
Callippe Preserve GC,Callippe Preserve GC,Pleasanton,CA,2734,ChIJO_bo3HvCj4ARfKBh7KB9aNU,37.626306,-121.860754,Public
Camarillo Springs Golf Course,Camarillo Springs Golf Course,Camarillo,CA,3596,ChIJZUHaRwI36IARaK_K4-8Nn5E,34.200497,-118.993324,Public
Cameron Park CC,Cameron Park CC,Cameron Park,CA,7752,ChIJTZBSgff5moARKl2Z0-3RWhI,38.665609,-120.986121,Private
Camino Heights GC,Camino Heights GC,Camino,CA,2700,ChIJ202ml1RFmoARBf4V1FKm9nA,38.735367,-120.709775,Public
Candlewood Country Club,Candlewood Country Club,Whittier,CA,2522,ChIJbae1aETTwoARAxP8SPZDN5w,33.930804,-118.035039,Private
Canyon Crest Country Club,Canyon Crest Country Club,Riverside,CA,2523,ChIJFZhrQLmv3IAR7ftdkc9NxpY,33.948048,-117.33389,Private
Canyon Crest Country Club,Canyon Crest Country Club - Alternate Course,Riverside,CA,24379,ChIJFZhrQLmv3IAR7ftdkc9NxpY,33.948048,-117.33389,Private
Canyon Lake Country Club,Canyon Lake Country Club,Canyon Lake,CA,2524,ChIJLc4J3A2c3IAR08qpAYtluJI,33.67403,-117.260729,Public
Canyon Lakes GC & Brewery,Canyon Lakes GC & Brewery,San Ramon,CA,7837,ChIJ76-aDn3yj4ARwl7t3pspZyM,37.7708081,-121.9498261,Public
Canyon Oaks CC,Canyon Oaks CC,Chico,CA,7821,ChIJV1RnHTkog4AR98vJ9RCgwMU,39.756805,-121.783125,Private
Carlton Oaks Golf Club,Carlton Oaks Golf Club,Santee,CA,3634,ChIJa45_9mf924ARJ4JyUUGyejI,32.842366,-117.009099,Public
Carmel Valley Ranch GC,Carmel Valley Ranch GC,Carmel,CA,7802,ChIJX2-P59zxjYAR-SNVkNFbYlY,36.448672,-121.849502,Public
Casta Del Sol Golf Course,Casta Del Sol Golf Course,Mission Viejo,CA,3656,ChIJ0Tf0HGHp3IARrfk8fJHFQfs,33.62328,-117.647805,Public
Castle Creek Country Club,Castle Creek Country Club,Escondido,CA,3944,ChIJ1xDZObeJ24ARB7g2ZVYv38M,33.255135,-117.145074,Public
Castle Oaks GC,Castle Oaks GC,Ione,CA,2795,ChIJHYWg_S6GmoAR_eLYfqhwTWY,38.361585,-120.952185,Public
Castlewood CC,Castlewood CC - Hill,Pleasanton,CA,7777,ChIJDdSSgPnpj4ARmd81uqse0iw,37.636965,-121.894956,Private
Castlewood CC,Castlewood CC - Valley,Pleasanton,CA,7778,ChIJDdSSgPnpj4ARmd81uqse0iw,37.636965,-121.894956,Private
Catalina Island Golf Course,Catalina Island Golf Course,Avalon,CA,2513,ChIJj7HXjZBy3YAR1gkaP4ghcmM,33.3401574,-118.3296203,Public
Cathedral Canyon Golf Club,Cathedral Canyon Golf Club,Cathedral City,CA,2385,ChIJPwUnAtUc24AR_xqppXao6fI,33.793772,-116.466776,Public
Catta Verdera CC,Catta Verdera CC,Lincoln,CA,7797,ChIJUWdYM2YYm4ARAVMXiq8z9do,38.854863,-121.243522,Private
Chalk Mountain GC,Chalk Mountain GC,Atascadero,CA,3594,ChIJtwM7I8Dp7IARrDZkWB7GeuQ,35.469653,-120.642382,Public
Chaparral Country Club,Chaparral Country Club,Palm Desert,CA,2525,ChIJqawNms792oAReF6dj7eHd6Q,33.743164,-116.3785,Private
Chardonnay GC,Chardonnay GC,Napa,CA,7745,ChIJ57tleJkOhYARuqoNNFyDCq4,38.215505,-122.2415039,Public
Cherry Hills Golf Club,Cherry Hills Golf Club,Sun City,CA,3627,ChIJMfVV5wqe3IARfaVe-Ci5H2U,33.706209,-117.195235,Public
Cherry Island GC,Cherry Island GC,Elverta,CA,17704,ChIJDTohg6Mnm4ARafI3WwgPMcs,38.71421,-121.4096,Public
Chevy Chase Country Club,Chevy Chase Country Club,Glendale,CA,2514,ChIJbwlWVybCwoAR5OVwkrTIkJY,34.171907,-118.203359,Private
China Lake Golf Club,China Lake Golf Club,Ridgecrest,CA,2548,ChIJz40qS6cUwYAR1zsU861wcwQ,35.661411,-117.643872,Public
Chula Vista Golf Course,Chula Vista Golf Course,Bonita,CA,3961,ChIJFz7NcSpQ2YARW8saxuqJXMQ,32.662653,-117.028581,Public
Churn Creek GC,Churn Creek GC,Redding,CA,2770,ChIJhS9e12Lq0lQRRkwO-YV-JeM,40.505431,-122.323428,Public
Cimarron Golf Resort,Cimarron Golf Resort - Boulder,Cathedral City,CA,2650,ChIJz4ZrnVgc24AR7AX05WReFpI,33.8301082,-116.4823291,Public
Cimarron Golf Resort,Cimarron Golf Resort - Pebble,Cathedral City,CA,17766,ChIJz4ZrnVgc24AR7AX05WReFpI,33.8301082,-116.4823291,Public
Claremont CC,Claremont CC,Oakland,CA,7768,ChIJKY2A05J9hYAR3ftxkR1ZTho,37.841259,-122.244564,Private
Claremont Golf Course - CLOSED,Claremont Golf Course - CLOSED,Claremont,CA,3606,ChIJy0hCkYwvw4AR2tuXDA1X_ew,34.139058,-117.768967,Private
Classic Club,Classic Club,Palm Desert,CA,2556,ChIJ29DdOIn82oARUSKfKMLib6E,33.78456,-116.344076,Public
Colton Golf Club,Colton Golf Club,Colton,CA,5656,ChIJkbDIelat3IARyu3GX2i_1zM,34.07071,-117.357901,Public
Colusa GCC,Colusa GCC,Colusa,CA,2805,ChIJ39o0HVFng4ARlnsy00kRKkE,39.192316,-122.001361,Public
Compton Par 3 Golf Course,Compton Par 3 Golf Course,Compton,CA,20940,ChIJj3nQHb_MwoARrVkC7_1ANCE,33.8961008,-118.188003,Public
Contra Costa CC,Contra Costa CC,Pleasant Hill,CA,7799,ChIJ13hBCZ9mhYARdzfgusvX24w,37.973539,-122.08065,Private
Copper Valley (The GC at),Copper Valley (The GC at),Copperopolis,CA,7803,ChIJ_zfaQ6vvkIAROvYhrcJ7Af4,37.9173963,-120.6375167,Public
CordeValle,CordeValle,San Martin,CA,7776,ChIJP_vTad4fjoAR21Wrb-2rJdY,37.067683,-121.63322,Public
Corica Park GC,Corica Park GC - North,Alameda,CA,17730,ChIJOXca9DmEj4AR0Ajcv4NUQD8,37.73937,-122.233572,Public
Corica Park GC,Corica Park GC - South,Alameda,CA,27133,ChIJOXca9DmEj4AR0Ajcv4NUQD8,37.73937,-122.233572,Public
Coronado Golf Club,Coronado Golf Club,Coronado,CA,3925,ChIJ17GNxDNT2YARYMauj9NbVPo,32.684784,-117.168662,Public
Corral de Tierra CC,Corral de Tierra CC,Salinas,CA,7743,ChIJawNSXs7wjYAR7WVjjG1cH5g,36.567035,-121.730114,Private
Coto de Caza Golf & Racquet Club,Coto de Caza Golf & Racquet Club - North,Coto de Caza,CA,2646,ChIJUTiYSJLs3IARdACc5rPo2WM,33.595804,-117.582026,Private
Coto de Caza Golf & Racquet Club,Coto de Caza Golf & Racquet Club - South,Coto de Caza,CA,2645,ChIJUTiYSJLs3IARdACc5rPo2WM,33.595804,-117.582026,Private
Cottonwood Golf Club,Cottonwood Golf Club - Ivanhoe,El Cajon,CA,3926,ChIJH7AWWpRb2YAR3SvpaHHpPL0,32.741551,-116.925042,Public
Cottonwood Golf Club,Cottonwood Golf Club - Lakes Course (Closed),El Cajon,CA,3927,ChIJH7AWWpRb2YAR3SvpaHHpPL0,32.741551,-116.925042,Public
Coyote Creek GC,Coyote Creek GC - Tournament,San Jose,CA,2817,ChIJd0fRG2YmjoARnxWzoEaRtx4,37.1928794,-121.7015199,Private
Coyote Creek GC,Coyote Creek GC - Valley,San Jose,CA,2803,ChIJd0fRG2YmjoARnxWzoEaRtx4,37.1928794,-121.7015199,Private
Coyote Hills Golf Course,Coyote Hills Golf Course,Fullerton,CA,2600,ChIJCcqfPZnV3IARLqmVhpZYg18,33.897616,-117.901661,Public
Coyote Run GC,Coyote Run GC,Beale AFB,CA,13625,ChIJtW7KzGJEm4ARJbkGvOgLKTQ,39.1132499,-121.3861592,Public
Crazy Horse Ranch (Club at),Crazy Horse Ranch (Club at),Salinas,CA,17954,ChIJXbrjCP2kLxURRpsl6eSbsyU,36.744033,-121.632883,Private
Creekside GC,Creekside GC,Modesto,CA,2791,ChIJZzC7iLJVkIARnAkxtvD4Dno,37.653335,-120.94063,Public
Cresta Verde Golf Club,Cresta Verde Golf Club,Corona,CA,3589,ChIJWVxof-G33IARq8cWtyDg5IY,33.884899,-117.547129,Public
Crossings at Carlsbad,Crossings at Carlsbad,Carlsbad,CA,3937,ChIJ_0ex7BFz3IARGsbKmcEmMYA,33.128731,-117.3057731,Public
Crow Canyon CC,Crow Canyon CC,Danville,CA,7800,ChIJiaY0-Ojyj4AROnSk19uQjDo,37.786292,-121.962125,Private
Crystal Springs GC,Crystal Springs GC,Burlingame,CA,7820,ChIJLaLEtuh1j4ARBGBQhB07mRM,37.559103,-122.38227,Public
Crystalaire Country Club,Crystalaire Country Club,Llano,CA,2527,ChIJSZB8f0IDw4ARIiUxCfLNYvQ,34.46933,-117.847517,Private
Cypress Lakes GC,Cypress Lakes GC,Vacaville,CA,2727,ChIJsw6HeGo8hYAR7v5kE7vgzdc,38.328235,-121.915378,Public
Cypress Point Club,Cypress Point Club,Pebble Beach,CA,7823,ChIJ2TGzAxXnjYAR2OyxYHT7j4s,36.5727577,-121.948717,Private
Cypress Ridge Golf Course,Cypress Ridge Golf Course,Arroyo Grande,CA,3632,ChIJeQ_XiAJd7IARlHpCf8pXTOo,35.066351,-120.573824,Public
Dairy Creek GC,Dairy Creek GC,San Luis Obispo,CA,3658,ChIJU03Ao23l7IARHygdWZRD1T8,35.334061,-120.731959,Public
DarkHorse GC,DarkHorse GC,Auburn,CA,2785,ChIJMwRT2tgNm4ARcXjzv3TVwDU,39.026529,-121.050238,Public
Date Palm Country Club,Date Palm Country Club,Cathedral City,CA,2158,ChIJjxcbCsQC24ARKrIxuHQ3jYA,33.789628,-116.458111,Public
David L. Baker Memorial Golf Course,David L. Baker Memorial Golf Course,Fountain Valley,CA,3636,ChIJ7YWX458n3YAR_t64XW0q-Yg,33.7294448,-117.947473,Public
Davis GC,Davis GC,Davis,CA,12995,ChIJEfkV4NHXhIAR-loT7_GVgQQ,38.584256,-121.771795,Public
De Anza Country Club,De Anza Country Club,Borrego Springs,CA,2528,ChIJHeFydA012oAR8syLZtiDqEk,33.288724,-116.385651,Private
De Bell Golf Club,De Bell Golf Club,Burbank,CA,3288,ChIJb-ms-S2VwoARe9EFCNihvPI,34.208495,-118.30115,Public
De Laveaga GC,De Laveaga GC,Santa Cruz,CA,2750,ChIJA5F1zQxAjoARzZ0gYGM2Dw8,36.996195,-122.000161,Public
Deep Cliff GC,Deep Cliff GC,Cupertino,CA,14294,ChIJ57oEImG0j4ARiVZ5QxlqUxM,37.311545,-122.065819,Public
Del Monte GC,Del Monte GC,Monterey,CA,2797,ChIJAccS9LPljYARGHlFBvhlAWE,36.578989,-121.868817,Public
Del Norte GC,Del Norte GC,Crescent City,CA,2743,ChIJRdohp2ts0FQRGWb2fYMv7LU,41.834665,-124.099881,Public
Del Rio CC,Del Rio CC - Bluff/River,Modesto,CA,14268,ChIJBQY9IRNakIARxIf-utf_8JI,37.744286,-121.004278,Private
Del Rio CC,Del Rio CC - Oak/Bluff,Modesto,CA,14266,ChIJBQY9IRNakIARxIf-utf_8JI,37.744286,-121.004278,Private
Del Rio CC,Del Rio CC - River/Oak,Modesto,CA,14267,ChIJBQY9IRNakIARxIf-utf_8JI,37.744286,-121.004278,Private
Del Rio Country Club,Del Rio Country Club,Brawley,CA,2530,ChIJl3u6dYdQ14ARE1KLjqxFxAU,33.0049752,-115.5246616,Public
Delano Golf Course,Delano Golf Course,Delano,CA,5640,ChIJSQdJLoLl6oARC3dBVtTMtGc,35.755968,-119.238159,Public
Delta View GC (Pittsburg),Delta View GC (Pittsburg),Pittsburg,CA,17933,ChIJVakXFRtchYAR99R6T1czOXU,38.012553,-121.909815,Public
Desert Aire Golf Course,Desert Aire Golf Course,Palmdale,CA,3579,ChIJ-0OoXVRWwoARiZzpXzY7lc8,34.601873,-118.064127,Public
Desert Dunes Golf Club,Desert Dunes Golf Club,Desert Hot Springs,CA,5647,ChIJ653Mldge24ARw0Pg8bYXPws,33.9087582,-116.4977497,Public
Desert Falls Country Club,Desert Falls Country Club,Palm Desert,CA,2531,ChIJNUwvaEL82oAR4KKOluDjODs,33.761455,-116.350032,Public
Desert Horizons Country Club,Desert Horizons Country Club,Indian Wells,CA,2532,ChIJbzBMQb3-2oARx-DU8QNf0ag,33.724537,-116.347623,Private
Desert Princess Country Club,Desert Princess Country Club - Cielo/Vista,Cathedral City,CA,2534,ChIJQ6QENlAc24ARzPrLzB3Mm8s,33.8409104,-116.4759757,Public
Desert Princess Country Club,Desert Princess Country Club - Lagos/Cielo,Cathedral City,CA,2535,ChIJQ6QENlAc24ARzPrLzB3Mm8s,33.8409104,-116.4759757,Public
Desert Princess Country Club,Desert Princess Country Club - Old Course,Cathedral City,CA,4683,ChIJQ6QENlAc24ARzPrLzB3Mm8s,33.8409104,-116.4759757,Public
Desert Princess Country Club,Desert Princess Country Club - Vista/Lagos,Cathedral City,CA,2536,ChIJQ6QENlAc24ARzPrLzB3Mm8s,33.8409104,-116.4759757,Public
Desert Willow Golf Resort,Desert Willow Golf Resort - Firecliff,Palm Desert,CA,2367,ChIJb5nHqk_82oARDgvHIoOf7ac,33.766663,-116.3665449,Public
Desert Willow Golf Resort,Desert Willow Golf Resort - Mountain View,Palm Desert,CA,2366,ChIJb5nHqk_82oARDgvHIoOf7ac,33.766663,-116.3665449,Public
Desert Winds Combat Center Golf Course,Desert Winds Combat Center Golf Course,Twentynine Palms,CA,2610,ChIJg2TA9BDI2oARdO2nOy2KJsQ,34.229973,-116.055053,Public
"Diablo Country Club, 1914","Diablo Country Club, 1914",Diablo,CA,7829,ChIJcaeiLZn0j4ARce32n3EY9TA,37.835837,-121.958703,Private
Diablo Creek GC,Diablo Creek GC,Concord,CA,2714,ChIJO8rhmaNnhYARc0ge_Uq-tHg,38.013566,-122.023521,Public
Diablo Hills GC,Diablo Hills GC,Walnut Creek,CA,14277,ChIJn0jQDbFhhYARDLTSh5RkyaQ,37.917296,-122.04364,Public
Diamond Bar Golf Course,Diamond Bar Golf Course,Diamond Bar,CA,2180,ChIJPYBFE30sw4ARSowFhA5SlSw,34.009402,-117.821309,Public
Diamond Mountain GC,Diamond Mountain GC,Susanville,CA,2768,ChIJqaCi-U68nYARKHNsd_mcR04,40.3703185,-120.6416765,Public
Diamond Oaks GC,Diamond Oaks GC,Roseville,CA,14297,ChIJE6YhLrghm4ARnIDKhV--pBY,38.772363,-121.296922,Public
Discovery Bay CC,Discovery Bay CC,Discovery Bay,CA,7790,ChIJFQgNhu8CkIAR21rnpMgUAf0,37.894651,-121.5936315,Private
Don Knabe Golf Center & Junior Academy,Don Knabe Golf Center & Junior Academy,Norwalk,CA,5672,ChIJ2eHzAdMs3YARNYLgqeUCxyI,33.906888,-118.056738,Public
Dos Lagos Golf Course,Dos Lagos Golf Course,Corona,CA,2601,ChIJj8bCiN-43IARXRtuSHlrXqs,33.8136674,-117.5034661,Public
