Club Name,Course Name,City,State,Course ID,Google Places ID,Latitude,Longitude,Access
Country Club of Troy,Country Club of Troy,Troy,NY,10165,ChIJ8ZOC23cF3okRD859LfW8jLg,42.724022,-73.6399689,Private
Crab Meadow Golf Course,Crab Meadow Golf Course,Northport,NY,6795,ChIJp06X_2Ak6IkRC1AF-nPWd3o,40.920394,-73.325531,Public
Crag Burn G C,Crag Burn G C,East Aurora,NY,9336,ChIJJ6JKVDwI04kRpnui4ukc5dA,42.788657,-78.670307,Private
Cragie Brae Golf Club,Cragie Brae Golf Club,Scottsville,NY,3340,ChIJJxHQO3NR0YkR_RlABs_6mUA,43.042318,-77.796493,Public
Craig Wood Golf & Country Club,Craig Wood Golf & Country Club,Lake Placid,NY,3886,ChIJr3K1CU_iykwRqLV7MmigZ8o,44.2498168,-73.945965,Public
Cranebrook Golf Club,Cranebrook Golf Club,Auburn,NY,3888,ChIJVWnn7ney0IkR17fjyT-Y3NE,42.961613,-76.644166,Public
Crestwood Golf Club,Crestwood Golf Club,Marcy,NY,17832,ChIJSRvsv58_2YkRywCU4XtTMzI,43.1610089,-75.2948117,Public
Cronins Golf Resort,Cronins Golf Resort,Warrensburg,NY,3785,ChIJnfNeS1jA34kR6u1l32Tc_7M,43.499165,-73.793205,Public
Crooked Pines Golf Club,Crooked Pines Golf Club,Macedon,NY,3345,ChIJU7YGTXUt0YkRwNBGgDstRjU,43.052612,-77.360722,Public
C-Way Golf Club,C-Way Golf Club,Clayton,NY,3872,ChIJ7eZIFRNKzUwRGTRWrBUKsOQ,44.203192,-76.075598,Public
Dande Farms,Dande Farms,Akron,NY,23921,ChIJ-ZrIlrGa04kRB0s5oJ9Wue4,43.052679,-78.486927,Public
Davis Countryside Meadows,Davis Countryside Meadows,Pavilion,NY,21126,ChIJmXVwEc_g04kRGVlBeFiudFY,42.877833,-78.007274,Public
Deepdale Golf Club,Deepdale Golf Club,Manhasset,NY,6587,ChIJXcEdpOKJwokR4VEmjMuSUl8,40.769035,-73.69914,Private
Deerfield Country Club,Deerfield Country Club - 9 -NORTH (1-9),Brockport,NY,27168,ChIJFyR18hep1okRFJbaVmOLsjc,43.24854,-77.859918,Public
Deerfield Country Club,Deerfield Country Club - 9 -SOUTH (10-18),Brockport,NY,27172,ChIJFyR18hep1okRFJbaVmOLsjc,43.24854,-77.859918,Public
Deerfield Country Club,Deerfield Country Club - 9-EAST (19-27),Brockport,NY,27167,ChIJFyR18hep1okRFJbaVmOLsjc,43.24854,-77.859918,Public
Deerfield Country Club,Deerfield Country Club - East/East (19-27 / 19-27),Brockport,NY,15082,ChIJFyR18hep1okRFJbaVmOLsjc,43.24854,-77.859918,Public
Deerfield Country Club,Deerfield Country Club - North/East (1-9 / 19-27),Brockport,NY,17817,ChIJFyR18hep1okRFJbaVmOLsjc,43.24854,-77.859918,Public
Deerfield Country Club,Deerfield Country Club - North/South (1-18),Brockport,NY,3343,ChIJFyR18hep1okRFJbaVmOLsjc,43.24854,-77.859918,Public
Deerfield Country Club,Deerfield Country Club - South/East (10-27),Brockport,NY,17818,ChIJFyR18hep1okRFJbaVmOLsjc,43.24854,-77.859918,Public
Deerwood Golf Course,Deerwood Golf Course - Buck / Doe,North Tonawanda,NY,9307,ChIJlye2FNtx04kRY24jdjNGJgQ,43.039001,-78.830375,Public
Deerwood Golf Course,Deerwood Golf Course - Buck / Fawn,North Tonawanda,NY,9308,ChIJlye2FNtx04kRY24jdjNGJgQ,43.039001,-78.830375,Public
Deerwood Golf Course,Deerwood Golf Course - Doe / Fawn,North Tonawanda,NY,9309,ChIJlye2FNtx04kRY24jdjNGJgQ,43.039001,-78.830375,Public
Diamond Hawk,Diamond Hawk,Cheektowaga,NY,9315,ChIJ2SEAFc5004kRsowagAXmD_M,42.9280974,-78.714218,Public
Dix Hills Park Golf Course,Dix Hills Park Golf Course,Dix Hils,NY,13754,ChIJs8wCSQIv6IkR4ZIKH3Zkz7k,40.814147,-73.327793,Public
Dogwood Knolls Golf Course,Dogwood Knolls Golf Course,Hopewell Junction,NY,13742,ChIJ-wF4ggxH3YkRjPKCqUQ-SP4,41.598749,-73.818334,Public
Douglaston Golf Course,Douglaston Golf Course,Douglaston,NY,13776,ChIJFT-4mQ5iwokRfFdjChgOq7I,40.754818,-73.729892,Public
Dryden Lake Golf Club,Dryden Lake Golf Club,Dryden,NY,3782,ChIJUcrC2Ctl2okR9VmDTdqA_x0,42.465019,-76.26549,Public
Dunwoodie Golf Course,Dunwoodie Golf Course,YONKERS,NY,6810,ChIJ41xwf2HtwokRrKoArT8WwRg,40.933302,-73.876272,Public
Dutch Hollow CC,Dutch Hollow CC,Owasco,NY,3863,ChIJ1YelYo8H2okRnX_6CLnYyzg,42.861217,-76.448697,Public
Dutchaven Golf Course,Dutchaven Golf Course,Buskirk,NY,27054,ChIJiZBecBSe4IkRKoUbZ0x4GgI,42.940615,-73.455056,Public
Dutcher Golf Course,Dutcher Golf Course,Pawling,NY,13760,ChIJtatit1Fa3YkRouP3cCf-3G8,41.554509,-73.594285,Public
Dyker Beach Golf Course,Dyker Beach Golf Course,Brooklyn,NY,6663,ChIJU_HyYQdbwokRxh74NkMsF9Y,40.618472,-74.021216,Public
Eagle Crest Golf Club,Eagle Crest Golf Club,Clifton Park,NY,10166,ChIJq6dwVj9r3okRBiyaf-OsQaA,42.888767,-73.861144,Public
Eagle Vale Golf Club,Eagle Vale Golf Club,Fairport,NY,3349,ChIJL1XzDufM1okRYSW-lwIDG7s,43.1191176,-77.439874,Public
East Aurora Country Club,East Aurora Country Club,East Aurora,NY,14890,ChIJDVZpJEum04kRi0xlF00xBz4,42.784414,-78.610819,Private
East Hampton Golf Club,East Hampton Golf Club,East Hampton,NY,6588,ChIJPzzZlLO66IkRpJtdz1nGRTs,40.991009,-72.160522,Private
Eddy Farm Golf Club,Eddy Farm Golf Club,Sparrowbush,NY,13778,ChIJHfeAqQlPw4kR3dv6OR8aDNc,41.398394,-74.731287,Public
"Edison Club, The","Edison Club, The - 1 OVER 2",Rexford,NY,17736,ChIJWzo7845s3okR_1IaNm6cQr0,42.855187,-73.882881,Private
"Edison Club, The","Edison Club, The - 1 OVER 3",Rexford,NY,3676,ChIJWzo7845s3okR_1IaNm6cQr0,42.855187,-73.882881,Private
"Edison Club, The","Edison Club, The - 2 OVER 3",Rexford,NY,3677,ChIJWzo7845s3okR_1IaNm6cQr0,42.855187,-73.882881,Private
Eisenhower Park Golf Course,Eisenhower Park Golf Course - Blue,East Meadow,NY,6634,ChIJD4we4v59wokRujgMCYssvHc,40.705628,-73.575022,Public
Eisenhower Park Golf Course,Eisenhower Park Golf Course - Red,East Meadow,NY,6830,ChIJD4we4v59wokRujgMCYssvHc,40.705628,-73.575022,Public
Eisenhower Park Golf Course,Eisenhower Park Golf Course - White,East Meadow,NY,6886,ChIJD4we4v59wokRujgMCYssvHc,40.705628,-73.575022,Public
Elkdale Country Club,Elkdale Country Club,Salamanca,NY,9304,ChIJKTDfAcyO0okRykxSW42vvBc,42.210571,-78.753113,Public
Elm Tree Golf Course,Elm Tree Golf Course,Cortland,NY,3869,ChIJTev1QDpu2okR0JHsruOMTEU,42.545663,-76.255468,Public
Elma Meadows Golf Course,Elma Meadows Golf Course,Elma,NY,21187,ChIJx4Uc78am04kRkcHZu4CV9dY,42.823177,-78.592612,Public
Elmira Country Club,Elmira Country Club,Elmira,NY,3666,ChIJu5AnsOs_0IkRZi1c1VxzN84,42.082384,-76.848926,Private
"Elms Golf Club, The","Elms Golf Club, The",Sandy Creek,NY,3715,ChIJb_bHg9Y22IkRfVRkGp5MVMg,43.665415,-76.169569,Public
Emerald Crest Golf Club,Emerald Crest Golf Club,Fulton,NY,3741,ChIJJc8T-kjb2YkRbjdpD7UmWRc,43.360209,-76.287205,Public
Endwell Greens Golf Club,Endwell Greens Golf Club,Endwell,NY,3797,ChIJWYOTn-vt2okRLxKPjag-dkU,42.146649,-76.015091,Public
Engineers Country Club,Engineers Country Club,Roslyn Harbor,NY,6816,ChIJCZnJzwuGwokRzms2uDnJ1VM,40.820332,-73.642391,Private
En-Joie Golf Club,En-Joie Golf Club,Endicott,NY,3675,ChIJBZBQWlTr2okR0ftE1JGZnAI,42.091965,-76.080409,Public
"Erie Village, Links at","Erie Village, Links at",East Syracuse,NY,3738,ChIJzSPfYbmN2YkRLRPOk5r8-9Q,43.05852,-76.021647,Public
Fairways of Halfmoon,Fairways of Halfmoon,Mechanicville,NY,3717,ChIJE0-bvkgW3okR70WZHsb9ATU,42.901483,-73.711445,Public
Fallsview Golf Club,Fallsview Golf Club,Ellenville,NY,13764,ChIJUX6njUjb3IkRL48-eNiWYE0,41.701145,-74.395227,Public
Fallsview Golf Course at Homer's Haven,Fallsview Golf Course at Homer's Haven,Ellenville,NY,20669,ChIJUX6njUjb3IkRL48-eNiWYE0,41.701145,-74.395227,Public
Farview Golf Club,Farview Golf Club,Avon,NY,3319,ChIJeeTJp8Bc0YkRW9SNHdypSXc,42.884173,-77.766131,Public
Fenway Golf club,Fenway Golf Club,White Plains,NY,20797,ChIJMXnXcdyTwokRc-U3W5Ln4PU,41.0015362,-73.7632238,Private
Fillmore Golf Course,Fillmore Golf Course,Locke,NY,3768,ChIJuUI1bd8K2okRxojrfn9vG6k,42.691864,-76.410318,Public
Fishers Island Club,Fishers Island Club,Fishers Island,NY,6727,ChIJtTFDQqTi5YkRvi9Tc0j0_vA,41.27037,-71.98837,Private
Forest Park Golf Course,Forest Park Golf Course,Woodhaven,NY,13770,ChIJR9a-vwpewokR-SW471X22V8,40.6980396,-73.8659678,Public
Fox Run Golf Club,Fox Run Golf Club,Johnstown,NY,3752,ChIJ9YydmKaM3okRAXW1fHNU-DA,42.997978,-74.316512,Public
Fox Valley Club,Fox Valley Club,Lancaster,NY,9344,ChIJU2s8gKif04kRTwfl-gFmTOY,42.941768,-78.601671,Private
Foxfire@VillageGreen,Foxfire@VillageGreen,Baldwinsville,NY,3851,ChIJOSGm3SXl2YkRj7DF8nrPLFM,43.139949,-76.30968,Public
Frear Park Municipal Golf Course,Frear Park Municipal Golf Course,Troy,NY,6926,ChIJ9ff_bO0P3okRKtm66OHBc3k,42.745244,-73.670604,Public
French's Hollow Fairways GC,French's Hollow Fairways GC,Altamont,NY,3756,ChIJD55OV-h23okRuUBIjx9nRW8,42.7098999,-73.9693339,Public
Fresh Meadow Country Club,Fresh Meadow Country Club,Great Neck,NY,6589,ChIJsRSWPbaJwokRR7OHEABk3eY,40.776149,-73.708767,Private
Garden City Country Club,Garden City Country Club,Garden City,NY,6590,ChIJlzg1J8ViwokRnY6HDE2yAB0,40.72412,-73.664598,Private
Garden City Golf Club,Garden City Golf Club,Garden City,NY,13809,ChIJ_WFCKkl9wokRLarAawg8lnQ,40.72589,-73.643381,Private
Gardiners Bay Country Club,Gardiners Bay Country Club,Shelter Island Heights,NY,13732,ChIJb5XJf6uY6IkRFMj7YdoQSdM,41.095406,-72.336982,Private
Garrison Golf Club,Garrison Golf Club,Garrison-on-Hudson,NY,6909,ChIJq-djiWXLwokRNlon5-keG0Y,41.384518,-73.912437,Public
Genegantslet Golf Club,Genegantslet Golf Club,Greene,NY,3786,ChIJhzoXQif52okR63213tG7S7I,42.279845,-75.810743,Public
Geneva Country Club,Geneva Country Club,Geneva,NY,3366,ChIJkz4XvZLE0IkRGPZs9nq6KKk,42.833934,-76.974238,Private
Glass Hill Golf Course,Glass Hill Golf Course,Barneveld,NY,26157,ChIJfzQhKP4v2YkR9SgL4PBxMAU,43.244356,-75.166319,Private
Glen Cove Golf Course,Glen Cove Golf Course,Glen Cove,NY,6853,ChIJvYRier6FwokRcg_uNt1R5A4,40.893145,-73.624933,Public
Glen Head Country Club,Glen Head Country Club,Glen Head,NY,6707,ChIJe1PxZbmFwokRCQCUG4LUGoI,40.832841,-73.618895,Private
Glen Oak Golf Course,Glen Oak Golf Course,East Amherst,NY,13944,ChIJC5_IKRt304kRO9S0D6aCab8,43.048004,-78.713436,Public
Glen Oaks Club,Glen Oaks Club - 2016 Met Open,Old Westbury,NY,24082,ChIJw8W7u8GGwokReVeNhUgGA-I,40.791363,-73.58669,Private
Glen Oaks Club,Glen Oaks Club - Average,Old Westbury,NY,21041,ChIJw8W7u8GGwokReVeNhUgGA-I,40.791363,-73.58669,Private
Glen Oaks Club,Glen Oaks Club - Blue,Old Westbury,NY,20674,ChIJw8W7u8GGwokReVeNhUgGA-I,40.791363,-73.58669,Private
Glen Oaks Club,Glen Oaks Club - Blue/Red,Old Westbury,NY,6759,ChIJw8W7u8GGwokReVeNhUgGA-I,40.791363,-73.58669,Private
Glen Oaks Club,Glen Oaks Club - Pro Am 2016,Old Westbury,NY,24203,ChIJw8W7u8GGwokReVeNhUgGA-I,40.791363,-73.58669,Private
Glen Oaks Club,Glen Oaks Club - Red,Old Westbury,NY,20673,ChIJw8W7u8GGwokReVeNhUgGA-I,40.791363,-73.58669,Private
Glen Oaks Club,Glen Oaks Club - Red/White,Old Westbury,NY,6761,ChIJw8W7u8GGwokReVeNhUgGA-I,40.791363,-73.58669,Private
Glen Oaks Club,Glen Oaks Club - White,Old Westbury,NY,20671,ChIJw8W7u8GGwokReVeNhUgGA-I,40.791363,-73.58669,Private
Glen Oaks Club,Glen Oaks Club - White/Blue,Old Westbury,NY,6760,ChIJw8W7u8GGwokReVeNhUgGA-I,40.791363,-73.58669,Private
GlenArbor Golf Club,GlenArbor Golf Club,Bedford,NY,6895,ChIJef22w5-6wokR3z1oNUyfGZA,41.22392,-73.678533,Private
Glennwood Golf Course,Glennwood Golf Course - Glennwood GC & Driving Range,West Monroe,NY,3735,ChIJu7wE1oC_2YkRAkQ5wZfKJQM,43.282568,-76.080082,Public
Glens Falls Country Club,Glens Falls Country Club,Glens Falls,NY,3878,ChIJZRDYuufR34kRxQWe0nfUtDA,43.352892,-73.672555,Private
Golf Club at Blue Heron Hills,Golf Club at Blue Heron Hills,Macedon,NY,3357,ChIJn4b4lKjT1okRsErfXMja0kM,43.128127,-77.322588,Public
Gouverneur Country Club,Gouverneur Country Club,Gouverneur,NY,3713,ChIJ90DJOYrczEwREXA-YA0PQOU,44.305715,-75.452286,Public
Gowanda C C,Gowanda C C,Collins,NY,9354,ChIJU8YPAcrl0okRCwow20U7YeI,42.514478,-78.906822,Private
Grandview Farms Golf Course,Grandview Farms Golf Course,Berkshire,NY,3835,ChIJRZ4UGJaK2okR95lyd0Wp6Zw,42.317203,-76.112265,Public
Great Rock Golf Club,Great Rock Golf Club,Wading River,NY,13720,ChIJj1ht6ERn6IkR7g6SeWu4YSo,40.950114,-72.820644,Public
Green Lakes State Park Golf Course,Green Lakes State Park Golf Course,Fayetteville,NY,3678,ChIJ3-WGbhWO2YkRTyL-1SQUYOE,43.0582439,-75.9714287,Public
Greenview CC,Greenview CC - Green Valley,West Monroe,NY,3824,ChIJAzZ9_3O_2YkRaPS_6_nsi5k,43.284991,-76.078871,Public
Greenview CC,Greenview CC - Greenview,West Monroe,NY,3819,ChIJAzZ9_3O_2YkRaPS_6_nsi5k,43.284991,-76.078871,Public
Grossinger Country Club,Grossinger Country Club - Big G,Liberty,NY,6860,ChIJPXrl7Vq83IkRIVohsGV_NI0,41.799217,-74.746814,Public
Grossinger Country Club,Grossinger Country Club - Little G,Liberty,NY,18076,ChIJPXrl7Vq83IkRIVohsGV_NI0,41.799217,-74.746814,Public
Grover Cleveland Golf Course,Grover Cleveland Golf Course,Amherst,NY,9300,ChIJh0uAYe5y04kR_BWKeA4xjCs,42.961159,-78.809196,Public
Gull Haven Golf Club,Gull Haven Golf Club,Central Islip,NY,6699,ChIJDa2HI0Yx6IkRcZfjpQMwIiE,40.774742,-73.196901,Public
Hales Mills CC,Hales Mills CC,Johnstown,NY,3801,ChIJlbE1QFfz3okRA6Bhni0PgdU,43.018314,-74.318031,Public
Hamilton College Golf Course,Hamilton College Golf Course,Clinton,NY,3902,ChIJ515-9xlp2YkRlZiUeiygm3w,43.051469,-75.402153,Private
Hamlet Golf and Country Club,Hamlet Golf and Country Club,Commack,NY,6675,ChIJyVYPeLgv6IkRfZFPYVmEXY4,40.825598,-73.299917,Private
Hampshire Country Club,Hampshire Country Club,Mamaroneck,NY,6768,ChIJSzwAG_ORwokRiUMl6LePoJ0,40.934895,-73.733638,Private
Hampton Hills Golf & Country Club,Hampton Hills Golf & Country Club,Riverhead,NY,6762,ChIJ6-SW4_T06IkReda4E9y5km4,40.79061,-72.65731,Private
Hanah Mountain Resort & CC,Hanah Mountain Resort & CC - Hanah Country Resort & GC,Margaretville,NY,20751,ChIJKyZaivZg3IkRqyb8l7AWUaY,42.175509,-74.619817,Public
Hancock Golf Course,Hancock Golf Course,Hancock,NY,23913,ChIJp5OWiq9r24kRcI3L-SfPrX8,41.960179,-75.286075,Public
Harbor Links Golf Club,Harbor Links Golf Club - Executive,Port Washington,NY,13777,ChIJsUkUobKIwokRCWA7WiipnUc,40.839896,-73.693128,Private
Harbor Links Golf Club,Harbor Links Golf Club - Regular,Port Washington,NY,6923,ChIJsUkUobKIwokRCWA7WiipnUc,40.839896,-73.693128,Private
Harlem Valey Golf Club,Harlem Valey Golf Club,Wingdale,NY,13707,ChIJIf-26cxd3YkRhB3Q3cgBa8s,41.638121,-73.575369,Public
Harlem Valley Golf Course,Harlem Valley Golf Course,Wingdale,NY,6877,ChIJIf-26cxd3YkRhB3Q3cgBa8s,41.638121,-73.575369,Public
Harvest Hill G. C.,Harvest Hill G. C.,Orchard Park,NY,9306,ChIJD70czFYI04kR5huSVMQN6vM,42.804251,-78.697018,Public
Hay Harbor Club,Hay Harbor Club,Fishers Island,NY,13779,ChIJHftGOEcG5okRCMQsKGoFPPA,41.259903,-72.0163752,Private
Heatherwood Golf Club,Heatherwood Golf Club,Centereach,NY,13730,ChIJlcL-nLZA6IkRaWwN4JLEECc,40.902296,-73.07142,Public
Hempstead Golf & Country Club,Hempstead Golf & Country Club,Hempstead,NY,6792,ChIJhWO-odt8wokRKrGMQ4mdMDw,40.70319,-73.634363,Private
Hickory Hill Golf Club,Hickory Hill Golf Club,Warwick,NY,13711,ChIJoa5Tim0kw4kRDsvVi1IvzNY,41.259081,-74.357649,Public
Hickory Hill Golf Course,Hickory Hill Golf Course,Baldwinsville,NY,3742,ChIJudk0JVjv2YkRlmV-v_XSp3o,43.177475,-76.272309,Public
Hickory Ridge Golf & Country Club,Hickory Ridge Golf & Country Club,Holley,NY,3333,ChIJEdJBlxIG1IkR4QAjoti8Djs,43.233952,-78.094111,Public
Hickory Ridge Golf Course,Hickory Ridge Golf Course,Holley,NY,3844,ChIJEdJBlxIG1IkR4QAjoti8Djs,43.233952,-78.094111,Public
Hidden Meadows Golf Course,Hidden Meadows Golf Course,Glenmont,NY,3671,ChIJuQzoRQzh3YkRFMhurejgff0,42.584051,-73.776243,Public
Hidden Valley Golf Club,Hidden Valley Golf Club,Whitesboro,NY,3858,ChIJi83DrBVA2YkRVuuZ1BLBDA0,43.129889,-75.321292,Public
High Peaks Golf Course,High Peaks Golf Course,Newcomb,NY,3790,ChIJPRD-S6fWykwRCk4p6m4xcTU,43.959063,-74.095603,Public
Highland Greens Golf Course,Highland Greens Golf Course,Brushton,NY,14726,ChIJo-luL4uJy0wRr-baunap-sw,44.773925,-74.524176,Public
Highland Meadows Golf & Country Club,Highland Meadows Golf & Country Club,Watertown,NY,3883,ChIJURSl8Pd52IkROhR6l848OQE,44.048225,-75.8878359,Public
Highland Park Golf Course,Highland Park Golf Course,Auburn,NY,3704,ChIJjcocbJGr0IkRdfu1hsk7kgw,42.944157,-76.537758,Public
Highlands Country Club,Highlands Country Club,Garrison,NY,13743,ChIJK_GzCWPMwokRhDkzCm-ysHM,41.372802,-73.945693,Public
Hiland Golf Club,Hiland Golf Club,Queensbury,NY,3895,ChIJSxUMqQ_Q34kRG-NKIr17FyM,43.35683,-73.640398,Public
Hillendale GC,Hillendale GC,Ithaca,NY,3806,ChIJQcKkLNmF0IkR0g3jAJdvLpA,42.467304,-76.611967,Public
Holbrook Country Club,Holbrook Country Club,Holbrook,NY,13739,ChIJk8RJlANI6IkRItibCOq25N8,40.79975,-73.064637,Public
Holland Heights,Holland Heights,Herkimer,NY,3706,ChIJd2I4fQxL2YkRsG9uMSFiPxQ,43.050822,-75.00765,Public
Holland Hills Country Club,Holland Hills Country Club,Holland,NY,28798,ChIJMd5eROCq04kRoeHj05wZx9I,42.628035,-78.604514,Public
Hollow Brook Golf Club,Hollow Brook Golf Club,Cortlandt Manor,NY,6782,ChIJ-1VG5XbJwokRRrJ1IyRev7Y,41.321758,-73.895565,Private
Hollow Hills Country Club,Hollow Hills Country Club,Dix Hills,NY,13783,ChIJs8wCSQIv6IkR4ZIKH3Zkz7k,40.814147,-73.327793,Public
Hoosick Falls Country Club,Hoosick Falls Country Club,Hoosick Falls,NY,3760,ChIJh8euq-mY4IkRuGw60vLkF5w,42.895895,-73.344522,Public
Hornell Golf Club,Hornell Golf Club,Hornell,NY,3804,ChIJp3DaiKqQ0YkREgLhrJcfkgM,42.352544,-77.659982,Public
Hudson Hills Golf Course,Hudson Hills Golf Course,New Castle,NY,6824,ChIJf7umjo24wokR_LkoqkQKu1g,41.194808,-73.822264,Public
Hudson National Golf Club,Hudson National Golf Club,Croton-on-Hudson,NY,6628,ChIJ-R1Iv1PGwokRdJQE8-pLdds,41.221002,-73.901009,Private
Hudson Valley Resort and Spa,Hudson Valley Resort and Spa,"Kerhonkson, NY",NY,13749,ChIJTRiO59Lf3IkRdn_n9hAq_OY,41.766479,-74.262559,Public
Huntington Country Club,Huntington Country Club,Huntington,NY,6596,ChIJw5Cl0sRYwokRkachTPFDujM,40.872401,-73.441303,Private
Huntington Crescent Club,Huntington Crescent Club,Huntington,NY,6597,ChIJP36Geiwm6IkR0lqFMcyrDRM,40.8874102,-73.3900982,Private
Indian Hills Country Club,Indian Hills Country Club,Northport,NY,3857,ChIJl6oz5pUk6IkRF30plYEeHeI,40.916541,-73.306233,Private
Indian Hills Golf Club,Indian Hills Golf Club,Painted Post,NY,23715,ChIJn8Kt_Pk00IkRGOvHvsyhPMI,42.09498,-77.151581,Public
Indian Island Golf Club,Indian Island Golf Club,Riverhead,NY,6598,ChIJQfWDEUaL6IkRyY4zXZZGcmM,40.921277,-72.633371,Public
Inlet Golf Club,Inlet Golf Club,Inlet,NY,3845,ChIJ2Z4SthxG34kR4HQNAjgiiZE,43.742431,-74.779157,Public
Inwood Country Club,Inwood Country Club,Inwood,NY,6599,ChIJ-2rp5gxmwokRXMVDdWqCWUQ,40.621191,-73.756292,Private
Ironwood G C,Ironwood G C,Cowlesville,NY,9323,ChIJQa4ebxC704kRTAa2ecIAY2M,42.781684,-78.443168,Public
Island's End Golf & Country Club,Island's End Golf & Country Club,Greenport,NY,6600,ChIJTfFc1xSf6IkRKmoWXAMfRVM,41.1033861,-72.3594859,Public
"Ithaca, Country Club of","Ithaca, Country Club of",Ithaca,NY,3705,ChIJwTu53BOC0IkRXcDS8Z4iDGM,42.466426,-76.47572,Private
Ives Hill Country Club,Ives Hill Country Club,Watertown,NY,3865,ChIJNSHb_8dv2IkRf5rMU3fqT2M,43.967564,-75.923643,Public
James Baird State Park GC,James Baird State Park GC,Pleasant Valley,NY,13768,ChIJj87cObVB3YkRRFdlSh-YlOY,41.685396,-73.7922,Public
King Ferry Golf Club,King Ferry Golf Club,King Ferry,NY,3698,ChIJuwzImHaX0IkRs6x3mUYBoEo,42.659787,-76.658237,Public
Kingsbury National GC,Kingsbury National GC,Hudson Falls,NY,3765,ChIJpc8XbyrX34kRZ4A4v7QM7I4,43.317777,-73.555599,Public
Kissena Park Golf Course,Kissena Park Golf Course,Fresh Meadows (Flushing),NY,13735,ChIJtzUT7UtgwokRTwCat2Uz1NM,40.7423532,-73.8000144,Public
Knollwood Country Club,Knollwood Country Club,Elmsford,NY,23673,ChIJxezcdQ-VwokRYibEWMArdI0,41.050734,-73.802123,Private
Knollwood Country Club,Knollwood Country Club - Knollwood Country Club- Temp 19,Elmsford,NY,26245,ChIJxezcdQ-VwokRYibEWMArdI0,41.050734,-73.802123,Private
Kutshers Country Club,Kutshers Country Club,Monticello,NY,13747,ChIJ4VDLOCe63IkR4yVPl30A8qk,41.7021974,-74.6956726,Public
La Tourette Golf Club,La Tourette Golf Club,Staten Island,NY,6900,ChIJqQ2JsPRLwokRJnzUI8w0lHQ,40.5761225,-74.1468325,Public
Lake Isle Country Club,Lake Isle Country Club,Eastchester,NY,23672,ChIJ1VHPrAOTwokRi0grH0t-UkI,40.967575,-73.802659,Public
Lake of the Isles GC,Lake of the Isles GC,Wellesley Island,NY,3900,ChIJ4QjDf9o4zUwR2Yfg9ChMKoY,44.347005,-75.942767,Public
Lake Placid Club,Lake Placid Club - Links Course,Lake Placid,NY,3811,ChIJgblTDoXiykwRts5HfU8YMeM,44.281949,-73.978323,Public
Lake Placid Club,Lake Placid Club - Mountain Course,Lake Placid,NY,3814,ChIJgblTDoXiykwRts5HfU8YMeM,44.281949,-73.978323,Public
Lake Placid Club,Lake Placid Club - Pristine Nine,Lake Placid,NY,23787,ChIJgblTDoXiykwRts5HfU8YMeM,44.281949,-73.978323,Public
Lake Shore Yacht & Country Club,Lake Shore Yacht & Country Club,Cicero,NY,3693,ChIJ8TruUPuU2YkRZp3u-o0PeAA,43.200716,-76.052376,Private
Lake Success Golf Course,Lake Success Golf Course,Lake Success,NY,6766,ChIJuzvisdqJwokRhA72pQFDmcQ,40.765658,-73.708525,Private
Lakeside Country Club,Lakeside Country Club,Penn Yan,NY,3367,ChIJx1UVq_fk0IkRC-32rOKdO9k,42.63531,-77.070183,Public
Lancaster Country Club,Lancaster Country Club - Lancaster Country Club,Lancaster,NY,9310,ChIJl5kTBUWg04kROKA-JWkYvVE,42.888262,-78.625045,Private
Laurel Links Country Club,Laurel Links Country Club,Mattituck,NY,6602,ChIJcxvsDHaO6IkRwaq45u_mBrA,40.975949,-72.546596,Private
Lawrence Yacht & Country Club,Lawrence Yacht & Country Club,Lawrence,NY,6839,ChIJ15rGcPJlwokRgOS002GWO-Y,40.609606,-73.728293,Public
Lazy Swan Golf and CC,Lazy Swan Golf and CC,Saugerties,NY,13712,ChIJ2fK_5Z-m3YkR32OUhyFFRhU,42.117275,-73.960717,Public
Leatherstocking Golf Course,Leatherstocking Golf Course,Cooperstown,NY,3892,ChIJtwu0ASYH3IkRnQqv4w6-Pus,42.704545,-74.926615,Public
Leewood Golf Club,Leewood Golf Club,"Eastchester, NY",NY,6770,ChIJ-wWHKhyTwokRJ-KC-7NQDwg,40.965693,-73.811959,Private
LeRoy Country Club,LeRoy Country Club,LeRoy,NY,3328,ChIJN8rl8-Di04kR9aO92uYpN5M,42.981057,-77.969729,Public
Lido Golf Club,Lido Golf Club,Lido Beach,NY,6603,ChIJS6BTp596wokRhmK7VL-qXK8,40.588746,-73.627946,Public
Lima Golf and Country Club,Lima Golf and Country Club - Charleston Pines,Lima,NY,3305,ChIJUSwiq9BA0YkRVy-tqt4oGg8,42.875221,-77.599489,Public
Lima Golf and Country Club,Lima Golf and Country Club - Island Oaks,Lima,NY,3304,ChIJUSwiq9BA0YkRVy-tqt4oGg8,42.875221,-77.599489,Public
Links at Hiawatha Landing,Links at Hiawatha Landing,Apalachin,NY,3842,ChIJn1mOuQ-U2okR7Y_s5NQpE4I,42.093776,-76.167293,Public
Little Falls Municipal Golf Course,Little Falls Municipal Golf Course,Little Falls,NY,3893,ChIJNzXkN1623okRao4BUqgkQ1w,43.06081,-74.855185,Public
Liverpool Golf & CC,Liverpool Golf & CC,Liverpool,NY,3854,ChIJtzHxJzzu2YkRXjKL0J4D_ZQ,43.11982,-76.206275,Public
