Club Name,Course Name,City,State,Order,Full Name,Course ID,Google Places ID,Latitude,Longitude
Capitol Hill Golf Course,Capitol Hill Golf Course - Senator,Prattville,AL,32,"Capitol Hill Golf Course - Senator, Prattville, AL",11278,ChIJ80qbN3CFjogR3RlHYBv_PNU,32.443134,-86.3949396
Castle Pines Country Club,Castle Pines Country Club,Gardendale,AL,33,"Castle Pines Country Club, Gardendale, AL",11374,ChIJzVPpicQFiYgRuLB5F9GOXa8,33.662989,-86.783165
Cedar Ridge Golf Course,Cedar Ridge Golf Course,Decatur,AL,34,"Cedar Ridge Golf Course, Decatur, AL",11376,ChIJIf2fjF-DYogRfz25suez53M,#N/A,#N/A
Cherokee Country Club,Cherokee Country Club,Centre,AL,35,"Cherokee Country Club, Centre, AL",11373,ChIJR-iCQ_hgiogRIFgRozlJPps,34.1120258,-85.6467396
Cherokee Ridge Country Club,Cherokee Ridge Country Club,Union Grove,AL,36,"Cherokee Ridge Country Club, Union Grove, AL",11301,ChIJnRWep2bgiYgRBaXATPcpNKc,34.4275679,-86.5577312
Chesley Oaks Golf Course,Chesley Oaks Golf Course,Cullman,AL,37,"Chesley Oaks Golf Course, Cullman, AL",11334,ChIJIde8B4XEiYgRugB1CVa1fCM,34.249695,-86.671854
Choctaw Country Club,Choctaw Country Club,Butler,AL,38,"Choctaw Country Club, Butler, AL",11396,ChIJE5kfAT7ihIgRGeiwnf3LPsI,32.095138,-88.189757
Cider Ridge Golf Club,Cider Ridge Golf Club,Oxford,AL,39,"Cider Ridge Golf Club, Oxford, AL",14951,ChIJexd9LEiui4gR0xG4B2PiLZI,33.594614,-85.745537
Clanton Country Club,Clanton Country Club,Clanton,AL,40,"Clanton Country Club, Clanton, AL",11408,ChIJweq0gbnHjogRBh-0sIXQ2V8,32.8251938,-86.6077573
Colonial Golf Club,Colonial Golf Club,Meridianville,AL,41,"Colonial Golf Club, Meridianville, AL",11407,ChIJyekRGo5AYogRIaui2IFXLpc,34.873011,-86.593168
Coosa Pines Country Club,Coosa Pines Country Club,Childersburg,AL,42,"Coosa Pines Country Club, Childersburg, AL",11382,ChIJp7nE5mpciYgR_tz3Racjvns,33.3155181,-86.3594386
Cottonwood Golf Club,Cottonwood Golf Club,Montgomery,AL,43,"Cottonwood Golf Club, Montgomery, AL",11272,ChIJO3UgPYDUjYgR0H7S7lmejEY,32.703005,-85.202028
Country Club of Alabama,Country Club of Alabama,Eufaula,AL,44,"Country Club of Alabama, Eufaula, AL",11359,ChIJ5Txs_Y5GjYgRMppOQw5smII,31.822039,-85.1548021
Country Club of Birmingham,Country Club of Birmingham - East,Birmingham,AL,45,"Country Club of Birmingham - East, Birmingham, AL",11370,ChIJ97v5QiMaiYgR6O2tml_2obI,#N/A,#N/A
Country Club of Birmingham,Country Club of Birmingham - West Course,Birmingham,AL,46,"Country Club of Birmingham - West Course, Birmingham, AL",11271,ChIJ97v5QiMaiYgR6O2tml_2obI,#N/A,#N/A
Country Club of Mobile,Country Club of Mobile - CC of Mobile,Mobile,AL,47,"Country Club of Mobile - CC of Mobile, Mobile, AL",14758,ChIJ65Lsu1xNmogRZhwYruiH074,#N/A,#N/A
Craft Farms,Craft Farms - Cotton Creek Club,Gulf Shores,AL,48,"Craft Farms - Cotton Creek Club, Gulf Shores, AL",20907,ChIJTYCCJHIFmogRMMuZ4VBEr04,#N/A,#N/A
Craft Farms,Craft Farms - Cypress Bend,Gulf Shores,AL,49,"Craft Farms - Cypress Bend, Gulf Shores, AL",11401,ChIJTYCCJHIFmogRMMuZ4VBEr04,#N/A,#N/A
Cross Creek Golf Course,Cross Creek Golf Course,Hanceville,AL,50,"Cross Creek Golf Course, Hanceville, AL",14168,ChIJmWiU3Pm1iYgRLpwzrmC-POA,34.106453,-86.828175
Cumberland Lake Golf Course,Cumberland Lake Golf Course,Pinson,AL,51,"Cumberland Lake Golf Course, Pinson, AL",11294,ChIJTXC6AkmniYgR1k5zMJZt8xg,33.770142,-86.670852
Cypress Lakes,Cypress Lakes,Muscle Shoals,AL,52,"Cypress Lakes, Muscle Shoals, AL",11269,ChIJW-WP0sFOfYgRhK9yEW1peFw,34.730192,-87.653919
Cypress Tree Golf Course,Cypress Tree Golf Course - River Course,Maxwell AFB,AL,53,"Cypress Tree Golf Course - River Course, Maxwell AFB, AL",11306,ChIJ3YARaKCGjogRffcTtfGg8tk,32.388385,-86.349771
Cypress Tree Golf Course,Cypress Tree Golf Course - The University Course,Maxwell AFB,AL,54,"Cypress Tree Golf Course - The University Course, Maxwell AFB, AL",11307,ChIJ3YARaKCGjogRffcTtfGg8tk,32.388385,-86.349771
Decatur Country Club,Decatur Country Club,Decatur,AL,55,"Decatur Country Club, Decatur, AL",11305,ChIJDx8gJbeGYogRpSNM7F_BK5M,34.567582,-86.969242
Deer Haven Golf Club,Deer Haven Golf Club,Camden,AL,56,"Deer Haven Golf Club, Camden, AL",20654,ChIJWWiTfHaWj4gRh_OZZiUm7bU,32.055626,-87.245169
Demopolis Country Club,Demopolis Country Club,Demoplois,AL,57,"Demopolis Country Club, Demoplois, AL",11333,ChIJmxHwQaOihYgR6JfxGtZ6ORg,32.5004418,-87.8595996
DeSoto Country Club,DeSoto Country Club,Ft. Payne,AL,58,"DeSoto Country Club, Ft. Payne, AL",11404,ChIJZ4fawnHWYYgR2QEJqsQGwz4,34.4625204,-85.6923914
Dothan Country Club,Dothan Country Club,Dothan,AL,59,"Dothan Country Club, Dothan, AL",14887,ChIJIZI8RYuSkogReiPFVNVmgLw,31.223752,-85.415538
Dothan National Golf Club,Dothan National Golf Club,Dothan,AL,60,"Dothan National Golf Club, Dothan, AL",20905,N/A,N/A,N/A
Enterprise Country Club,Enterprise Country Club,Enterprise,AL,61,"Enterprise Country Club, Enterprise, AL",11388,ChIJzTKQFRRukogRi3dmQ5bpPtE,31.359763,-85.831915
Eufaula Country Club,Eufaula Country Club,Eufaula,AL,62,"Eufaula Country Club, Eufaula, AL",11362,ChIJn9ze3UNHjYgRDKgU3yHJ7qA,31.890095,-85.172503
Evergreen Golf Club,Evergreen Golf Club,Evergreen,AL,63,"Evergreen Golf Club, Evergreen, AL",11365,ChIJKak2GMHSkYgRKZsZZoq9Z5Q,31.43993,-86.897541
FarmLinks Golf Club,FarmLinks Golf Club,Sylacauga,AL,64,"FarmLinks Golf Club, Sylacauga, AL",11313,ChIJeyapxN9NiYgRdCRgPEhctuc,33.1421013,-86.4133514
Fayette Country Club,Fayette Country Club,Fayettte,AL,65,"Fayette Country Club, Fayettte, AL",11347,ChIJgXbcTXZJhogRIwZWe0keSP4,33.6827545,-87.8740093
Fox Ridge Golf Course,Fox Ridge Golf Course,Ozark,AL,66,"Fox Ridge Golf Course, Ozark, AL",11298,ChIJw-XOAw5-kogR9n5QUdcAHgc,31.473449,-85.617414
Fox Run Golf Course,Fox Run Golf Course,Meridianville,AL,67,"Fox Run Golf Course, Meridianville, AL",11356,ChIJ4zQo-R8_YogRPh1u8HxU0cg,34.878936,-86.538511
Frank House Mun. Golf Course,Frank House Mun. Golf Course,Bessemer,AL,68,"Frank House Mun. Golf Course, Bessemer, AL",11281,ChIJCwwF09HdiIgRWbfW6VFNAlI,33.36604,-86.991278
Gadsden Country Club,Gadsden Country Club,Gadsden,AL,69,"Gadsden Country Club, Gadsden, AL",11319,ChIJP0UobGA5iogRdMirrY3l-PY,33.975839,-86.013212
Gateway Park Golf Course,Gateway Park Golf Course,Montgomery,AL,70,"Gateway Park Golf Course, Montgomery, AL",11351,ChIJYbgBtsWAjogRkrDPQlsxENo,#N/A,#N/A
General Golf Course,General Golf Course,Lawrence,AL,71,"General Golf Course, Lawrence, AL",20655,ChIJuxKiveq4YogRcrBRPmoijls,34.8116077,-87.3324741
Glenlakes Golf Club,Glenlakes Golf Club - Dunes/Lakes,Foley,AL,72,"Glenlakes Golf Club - Dunes/Lakes, Foley, AL",11257,ChIJT45V4iEPmogRA3BX8QF_kuA,30.363416,-87.636719
Glenlakes Golf Club,Glenlakes Golf Club - Lakes/Lakes,Foley,AL,73,"Glenlakes Golf Club - Lakes/Lakes, Foley, AL",21047,ChIJT45V4iEPmogRA3BX8QF_kuA,30.363416,-87.636719
Glenlakes Golf Club,Glenlakes Golf Club - Lakes/Vista,Foley,AL,74,"Glenlakes Golf Club - Lakes/Vista, Foley, AL",11258,ChIJT45V4iEPmogRA3BX8QF_kuA,30.363416,-87.636719
Glenlakes Golf Club,Glenlakes Golf Club - Vista/Dunes,Foley,AL,75,"Glenlakes Golf Club - Vista/Dunes, Foley, AL",11259,ChIJT45V4iEPmogRA3BX8QF_kuA,30.363416,-87.636719
Goose Pond Colony,Goose Pond Colony,Scottsboro,AL,76,"Goose Pond Colony, Scottsboro, AL",20906,ChIJX2Lz_yXlYYgRny2YyZkYqPQ,#N/A,#N/A
Goose Pond Plantation,Goose Pond Plantation,Scottsboro,AL,77,"Goose Pond Plantation, Scottsboro, AL",11296,ChIJa_s-bmPwYYgRldiVENUCL9Q,#N/A,#N/A
Grand National Golf Course,Grand National Golf Course - Lake Course,Opelika,AL,78,"Grand National Golf Course - Lake Course, Opelika, AL",11383,ChIJkYSs4HiSjIgRTWnZj5hw-hw,32.6767264,-85.431962
Grand National Golf Course,Grand National Golf Course - Links,Opelika,AL,79,"Grand National Golf Course - Links, Opelika, AL",20852,ChIJkYSs4HiSjIgRTWnZj5hw-hw,32.6767264,-85.431962
Grand National Golf Course,Grand National Golf Course - Short Course,Opelika,AL,80,"Grand National Golf Course - Short Course, Opelika, AL",17798,ChIJkYSs4HiSjIgRTWnZj5hw-hw,32.6767264,-85.431962
Grayson Valley Country Club,Grayson Valley Country Club,Birmingham,AL,81,"Grayson Valley Country Club, Birmingham, AL",11316,ChIJKZKG0xQMiYgR79rMGNn_szk,#N/A,#N/A
Greenville Country Club,Greenville Country Club,Greenville,AL,82,"Greenville Country Club, Greenville, AL",11289,ChIJHw2WUjs8jogR_at8sCkTFdc,31.8448333,-86.6372092
Greystone,Greystone - Founders Course,Birmingham,AL,83,"Greystone - Founders Course, Birmingham, AL",11303,EidHcmV5c3RvbmUgRHIsIEJpcm1pbmdoYW0sIEFMIDM1MjQyLCBVU0EiLiosChQKEgmlO3i22xWJiBHq9vUcwoCCRhIUChIJ07-FWN8RiYgRzlS66gl0UCU,#N/A,#N/A
Greystone,Greystone - Legacy,Birmingham,AL,84,"Greystone - Legacy, Birmingham, AL",11302,EidHcmV5c3RvbmUgRHIsIEJpcm1pbmdoYW0sIEFMIDM1MjQyLCBVU0EiLiosChQKEgmlO3i22xWJiBHq9vUcwoCCRhIUChIJ07-FWN8RiYgRzlS66gl0UCU,#N/A,#N/A
Gulf Shores Golf Club,Gulf Shores Golf Club - Gulf Shores Country Club,Gulf Shores,AL,85,"Gulf Shores Golf Club - Gulf Shores Country Club, Gulf Shores, AL",11343,ChIJTYCCJHIFmogRMMuZ4VBEr04,#N/A,#N/A
Gulf State Park,Gulf State Park - Refuge Golf CLub,Gulf Shores,AL,86,"Gulf State Park - Refuge Golf CLub, Gulf Shores, AL",17873,ChIJAf8qlDAEmogROxDShN5jCUY,#N/A,#N/A
Gunter's Landing,Gunter's Landing,Guntersville,AL,87,"Gunter's Landing, Guntersville, AL",11293,ChIJL47REtgBiogR9oLUAjNezsQ,#N/A,#N/A
Hampton Cove,Hampton Cove - Highlands,Owens Cross Roads,AL,88,"Hampton Cove - Highlands, Owens Cross Roads, AL",11260,ChIJGzrhNQcPYogRyH9rGs49n6I,#N/A,#N/A
Hampton Cove,Hampton Cove - River,Owens Cross Roads,AL,89,"Hampton Cove - River, Owens Cross Roads, AL",15032,ChIJGzrhNQcPYogRyH9rGs49n6I,#N/A,#N/A
Heatherwood Hills Country Club,Heatherwood Hills Country Club,Birmingham,AL,90,"Heatherwood Hills Country Club, Birmingham, AL",26492,ChIJXy4AoQcYiYgRfiodeJDHwX0,#N/A,#N/A
Heritage Golf Course,Heritage Golf Course,Oneonta,AL,91,"Heritage Golf Course, Oneonta, AL",11300,ChIJ_SP4PgKRiYgRWNSJptHkIgM,33.986115,-86.452007
Heron Lakes Country Club,Heron Lakes Country Club,Mobile,AL,92,"Heron Lakes Country Club, Mobile, AL",14188,ChIJbZ6_7vhMmogRZ04gG7Gphx8,#N/A,#N/A
Hidden Meadows Golf Club,Hidden Meadows Golf Club,Northport,AL,93,"Hidden Meadows Golf Club, Northport, AL",11387,ChIJc1mk5pcbhogR8pcfX1nTZ48,33.2938617,-87.6378786
Highland Oaks,Highland Oaks - Highlands/Magnolia,Dothan,AL,94,"Highland Oaks - Highlands/Magnolia, Dothan, AL",11290,ChIJK4Ed_VqMkogRRiq-hrY8O6s,31.2302714,-85.4979637
Highland Oaks,Highland Oaks - Magnolia/Marshwood,Dothan,AL,95,"Highland Oaks - Magnolia/Marshwood, Dothan, AL",11291,ChIJK4Ed_VqMkogRRiq-hrY8O6s,31.2302714,-85.4979637
Highland Oaks,Highland Oaks - Marshwood/Highlands,Dothan,AL,96,"Highland Oaks - Marshwood/Highlands, Dothan, AL",11292,ChIJK4Ed_VqMkogRRiq-hrY8O6s,31.2302714,-85.4979637
Highland Park Golf Course,Highland Park Golf Course,Birmingham,AL,97,"Highland Park Golf Course, Birmingham, AL",11285,ChIJo2Opp0kaiYgRKi0JUZycUlI,#N/A,#N/A
Holly Hills Golf Course,Holly Hills Golf Course,Bay Minette,AL,98,"Holly Hills Golf Course, Bay Minette, AL",11398,ChIJs8z03_5jmogR9Jd0f-xrbio,30.786499,-87.776391
Hoover Country Club,Hoover Country Club,Birmingham,AL,99,"Hoover Country Club, Birmingham, AL",14007,ChIJx77P0qsYiYgRLbdXY0FNvyo,#N/A,#N/A
Horse Creek Golf Club,Horse Creek Golf Club,Doro,AL,100,"Horse Creek Golf Club, Doro, AL",11253,ChIJu8dqAQdYiIgR66ylQ72f7-A,33.7406806,-87.0611772
Huntsville Country Club,Huntsville Country Club,Huntsville,AL,101,"Huntsville Country Club, Huntsville, AL",11337,ChIJlx5PG3NrYogRpI-dJv1hMOg,#N/A,#N/A
Indian Hills Country Club,Indian Hills Country Club,Tuscaloosa,AL,102,"Indian Hills Country Club, Tuscaloosa, AL",14984,ChIJG-pHDqwChogRUaoqtMTakac,33.1336539,-87.4967511
Indian Oaks Golf Club,Indian Oaks Golf Club,Anniston,AL,103,"Indian Oaks Golf Club, Anniston, AL",11297,ChIJj4oxQzRLiogRL-S3p3muwtg,33.728488,-85.868343
Indian Pines Golf Club,Indian Pines Golf Club,Auburn,AL,104,"Indian Pines Golf Club, Auburn, AL",11403,ChIJ4duUxKXyjIgRJJP99EA_kQs,32.623545,-85.442084
Inverness Country Club,Inverness Country Club,"Birmingham,",AL,105,"Inverness Country Club, Birmingham,, AL",11345,ChIJ7Zmop88XiYgRKkmOZ0KgaIY,#N/A,#N/A
Isle Dauphine Golf Club,Isle Dauphine Golf Club,Dauphine Island,AL,106,"Isle Dauphine Golf Club, Dauphine Island, AL",11410,ChIJ94aKunEsmogRPN5bgdIlD6o,30.247246,-88.116284
Jackson Golf Association,Jackson Golf Association,Jackson,AL,107,"Jackson Golf Association, Jackson, AL",18067,ChIJ-bVXhpvJmogRhrXc0OyU2yc,31.592985,-87.898539
Juniper Creek,Juniper Creek,Brewton,AL,108,"Juniper Creek, Brewton, AL",11320,ChIJlc350QpIkIgR_xEss0Tn3rw,#N/A,#N/A
Kiva Dunes,Kiva Dunes,Gulf Shores,AL,109,"Kiva Dunes, Gulf Shores, AL",11321,ChIJOfGe1CsimogRG6SU3fczTkA,#N/A,#N/A
Lagoon Park,Lagoon Park,Montgomery,AL,110,"Lagoon Park, Montgomery, AL",11379,ChIJjdM6E4MpjIgR4c-zT4vtXuA,#N/A,#N/A
Lake Forest Yacht & Country Club,Lake Forest Yacht & Country Club - Forest Course,Daphne,AL,111,"Lake Forest Yacht & Country Club - Forest Course, Daphne, AL",11299,ChIJhRZjRVhCmogREXN68Tc2EYQ,30.643891,-87.874178
Lake Guntersville State Park,Lake Guntersville State Park,Guntersville,AL,112,"Lake Guntersville State Park, Guntersville, AL",17976,ChIJZUGJDi4BiogRsko-g12d2i0,#N/A,#N/A
Lakepoint State Golf Course,Lakepoint State Golf Course,Eufaula,AL,113,"Lakepoint State Golf Course, Eufaula, AL",11409,ChIJiRsDTf45jYgRrKj9wEkmjxE,#N/A,#N/A
Lakeview Country Club,Lakeview Country Club,Greensboro,AL,114,"Lakeview Country Club, Greensboro, AL",11255,ChIJ7f-fdojzhYgRsBkyvTmt3v0,32.692566,-87.63651
Lakewinds Golf Course,Lakewinds Golf Course,Jasksons Gap,AL,115,"Lakewinds Golf Course, Jasksons Gap, AL",11308,ChIJY8CNcbdzjIgRJRE05GSAlhg,32.8849306,-85.8732857
Lakewood Golf Club,Lakewood Golf Club - Azalea,Point Clear,AL,116,"Lakewood Golf Club - Azalea, Point Clear, AL",11352,ChIJd66HOz8_mogRZSKs28ZoJcw,30.4840182,-87.9344192
Lakewood Golf Club,Lakewood Golf Club - Dogwood,Point Clear,AL,117,"Lakewood Golf Club - Dogwood, Point Clear, AL",11369,ChIJd66HOz8_mogRZSKs28ZoJcw,30.4840182,-87.9344192
Lakewood Golf Course,Lakewood Golf Course,Phenix City,AL,118,"Lakewood Golf Course, Phenix City, AL",11405,ChIJxxga9ZjOjIgRx9hksAIM2fU,32.5036453,-85.0325704
Limestone Springs,Limestone Springs,Oneonta,AL,119,"Limestone Springs, Oneonta, AL",11284,ChIJ7RVAIm-YiYgRNfqW7FIeK78,33.949396,-86.668379
Livingston Country Club,Livingston Country Club,Livingston,AL,120,"Livingston Country Club, Livingston, AL",11412,ChIJIbXhmoVMhIgRoF4fvqvIYRE,32.603808,-88.200437
Magnolia Grove,Magnolia Grove - Crossings,Semmes,AL,121,"Magnolia Grove - Crossings, Semmes, AL",11262,ChIJK0x66wStm4gR34FvibW8tXU,#N/A,#N/A
Magnolia Grove,Magnolia Grove - Falls,Semmes,AL,122,"Magnolia Grove - Falls, Semmes, AL",11261,ChIJK0x66wStm4gR34FvibW8tXU,#N/A,#N/A
Marion Military Institute GC,Marion Military Institute GC,Marion,AL,123,"Marion Military Institute GC, Marion, AL",14008,ChIJKcmmoWtpj4gRyRYC-KJellM,32.618359,-87.322978
Mill Creek Golf Course,Mill Creek Golf Course,Citronelle,AL,124,"Mill Creek Golf Course, Citronelle, AL",11264,ChIJTbCW5bMam4gROSaA59feAkA,31.073529,-88.310052
Montevallo Golf Club,Montevallo Golf Club,Montevallo,AL,125,"Montevallo Golf Club, Montevallo, AL",11338,ChIJs3ZHRWoqiYgRDFOLjzq-SjU,33.10141,-86.865704
Montgomery Country Club,Montgomery Country Club,Montgomery,AL,126,"Montgomery Country Club, Montgomery, AL",11326,ChIJIWoJgLaBjogRj2YRW0up4hw,#N/A,#N/A
Moore's Mill Golf Club,Moore's Mill Golf Club,Auburn,AL,127,"Moore's Mill Golf Club, Auburn, AL",11314,ChIJHfbvhG3yjIgRbcxDKN72Hwg,32.580548,-85.445633
Mountain Brook Club,Mountain Brook Club,Birmingham,AL,128,"Mountain Brook Club, Birmingham, AL",11375,ChIJc-WD-agQiYgRCTDpm-Fl9bU,#N/A,#N/A
Mountain View Golf Course,Mountain View Golf Course - Blue/Red,Graysville,AL,129,"Mountain View Golf Course - Blue/Red, Graysville, AL",11330,ChIJz6EW5Kz9iIgR7qUsq-ByLbE,33.6339057,-86.9409715
Mountain View Golf Course,Mountain View Golf Course - Blue/White,Graysville,AL,130,"Mountain View Golf Course - Blue/White, Graysville, AL",11331,ChIJz6EW5Kz9iIgR7qUsq-ByLbE,33.6339057,-86.9409715
Mountain View Golf Course,Mountain View Golf Course - White/Red,Graysville,AL,131,"Mountain View Golf Course - White/Red, Graysville, AL",11332,ChIJz6EW5Kz9iIgR7qUsq-ByLbE,33.6339057,-86.9409715
Musgrove Country Club,Musgrove Country Club,Jasper,AL,132,"Musgrove Country Club, Jasper, AL",11342,ChIJlbErsGdmiIgRpGX8Uj89Kr8,33.9144446,-87.2907002
NorthRiver Yacht Club,NorthRiver Yacht Club,Tuscaloosa,AL,133,"NorthRiver Yacht Club, Tuscaloosa, AL",11325,ChIJ54x_EOKmiIgRvTrc306S_mk,33.2920342,-87.5056531
Oak Mountain State Park Golf Course,Oak Mountain State Park Golf Course,Pelham,AL,134,"Oak Mountain State Park Golf Course, Pelham, AL",11358,ChIJz93GX08jiYgRITpg5BjFgLc,33.326674,-86.756244
Ol' Colony Golf Complex,Ol' Colony Golf Complex,Tuscaloosa,AL,135,"Ol' Colony Golf Complex, Tuscaloosa, AL",14706,ChIJGzQwuIuniIgRNs0Wtwk-bJY,33.25595,-87.537834
Old Overton Club,Old Overton Club,Vestavia Hills,AL,136,"Old Overton Club, Vestavia Hills, AL",11252,ChIJHZitoEkRiYgRf-mxwV44oKI,33.490205,-86.680929
One Club - Gulf Shores,One Club - Gulf Shores,"Gulf Shores, AL 36542",AL,137,"One Club - Gulf Shores, Gulf Shores, AL 36542, AL",28397,ChIJV6PkUlkFmogRQmmmYtoaLO8,#N/A,#N/A
Opp Country Club,Opp Country Club,Opp,AL,138,"Opp Country Club, Opp, AL",11402,ChIJqUxQnLj1kYgRaN9YMOpbJJo,31.2693156,-86.2925528
Oxmoor Valley,Oxmoor Valley - Ridge Course,Birmingham,AL,139,"Oxmoor Valley - Ridge Course, Birmingham, AL",11350,ChIJE-jEH5MfiYgRbXHLukmxU7I,#N/A,#N/A
Oxmoor Valley,Oxmoor Valley - Short Course,Birmingham,AL,140,"Oxmoor Valley - Short Course, Birmingham, AL",11372,ChIJE-jEH5MfiYgRbXHLukmxU7I,#N/A,#N/A
Oxmoor Valley,Oxmoor Valley - Valley Course,Birmingham,AL,141,"Oxmoor Valley - Valley Course, Birmingham, AL",11371,ChIJE-jEH5MfiYgRbXHLukmxU7I,#N/A,#N/A
Pell City Country Club,Pell City Country Club,Pell City,AL,142,"Pell City Country Club, Pell City, AL",11317,ChIJreRQTf_Xi4gRfyupYet04Qo,33.56018,-86.257857
Peninsula Golf Course,Peninsula Golf Course - Cypress/Marsh,Gulf Shores,AL,143,"Peninsula Golf Course - Cypress/Marsh, Gulf Shores, AL",11251,ChIJU_aEG-EbmogRBeYjYV67EDI,#N/A,#N/A
Peninsula Golf Course,Peninsula Golf Course - Lakes/Cypress,Gulf Shores,AL,144,"Peninsula Golf Course - Lakes/Cypress, Gulf Shores, AL",11250,ChIJU_aEG-EbmogRBeYjYV67EDI,#N/A,#N/A
Peninsula Golf Course,Peninsula Golf Course - Marsh/Lakes,Gulf Shores,AL,145,"Peninsula Golf Course - Marsh/Lakes, Gulf Shores, AL",11249,ChIJU_aEG-EbmogRBeYjYV67EDI,#N/A,#N/A
Pikeville Country Club,Pikeville Country Club,Guin,AL,146,"Pikeville Country Club, Guin, AL",11282,ChIJtz20Pnm7h4gRuyZRUx23D_s,34.0403901,-87.970179
Pine Hill Country Club,Pine Hill Country Club,Anniston,AL,147,"Pine Hill Country Club, Anniston, AL",11315,ChIJIfPo31ysi4gRDxwc3rqdIgI,33.664758,-85.700174
Pine Tree Country Club,Pine Tree Country Club,Birmingham,AL,148,"Pine Tree Country Club, Birmingham, AL",15083,ChIJUR2Ym80TiYgRaC8agE8em1Q,#N/A,#N/A
Point Mallard Golf Course,Point Mallard Golf Course - Point Mallard,Decatur,AL,149,"Point Mallard Golf Course - Point Mallard, Decatur, AL",17861,ChIJlcGLPMWAYogRMKGxFrDjM7M,34.5451052,-86.9289433
Point University Golf Club,Point University Golf Club,Lanett,AL,150,"Point University Golf Club, Lanett, AL",14764,ChIJa-0xi7ujjIgR814FNbYq-Lg,32.8726396,-85.2147138
Prattville Country Club,Prattville Country Club,Prattville,AL,151,"Prattville Country Club, Prattville, AL",11353,ChIJmZM1wAOPjogRh7uAOK8iayo,32.46958,-86.502448
Quail Creek Golf Course,Quail Creek Golf Course,Fairhope,AL,152,"Quail Creek Golf Course, Fairhope, AL",11394,ChIJtQOScbJqmogRnvaxEg52m-8,30.513439,-87.844103
Quail Creek Resort,Quail Creek Resort,Hartselle,AL,153,"Quail Creek Resort, Hartselle, AL",14011,ChIJcXZ0bYjUiYgRcKzc-6N3J-4,#N/A,#N/A
Quail Walk Country Club,Quail Walk Country Club,Wetumpka,AL,154,"Quail Walk Country Club, Wetumpka, AL",11283,ChIJu0C6KCwnjIgRvEdqxYxyqIQ,32.561921,-86.22431
Redmont Recreation Club,Redmont Recreation Club,Red Bay,AL,155,"Redmont Recreation Club, Red Bay, AL",11265,ChIJeWFRCUaAh4gRjSiZA6tARB8,34.4625043,-88.1439171
Richland Golf Center,Richland Golf Center,Huntsville,AL,156,"Richland Golf Center, Huntsville, AL",11397,ChIJBQJTNuM_YogRWwu8W3xUKGA,#N/A,#N/A
River Oaks Golf Course,River Oaks Golf Course,Geneva,AL,157,"River Oaks Golf Course, Geneva, AL",11304,ChIJrfqvHxFGkogRSCZ9cbT8vFs,31.0260079,-85.8576752
Riverchase Country Club,Riverchase Country Club - Riverchase CC,Birmingham,AL,158,"Riverchase Country Club - Riverchase CC, Birmingham, AL",17893,ChIJRfcmxNcjiYgRTuFcyUs-Vy0,#N/A,#N/A
Rock Creek,Rock Creek,Fairhope,AL,159,"Rock Creek, Fairhope, AL",11380,ChIJh2iBU6RBmogR5qiJV0bndWY,30.571392,-87.88726
Roebuck Golf Course,Roebuck Golf Course,Birmingham,AL,160,"Roebuck Golf Course, Birmingham, AL",11349,ChIJ62AVwtsPiYgRU3guqhV03TI,#N/A,#N/A
Ross Bridge Golf Course,Ross Bridge Golf Course,Birmingham,AL,161,"Ross Bridge Golf Course, Birmingham, AL",11357,ChIJAdBOPSIgiYgRBm-AAzehX-8,#N/A,#N/A
Roundabout Plantation Golf Club,Roundabout Plantation Golf Club,Dothan,AL,162,"Roundabout Plantation Golf Club, Dothan, AL",11391,ChIJg-gCKqmVkogRDpSr4dROoMY,31.230141,-85.307691
Saugahatchee Country Club,Saugahatchee Country Club,Opelika,AL,163,"Saugahatchee Country Club, Opelika, AL",15187,ChIJjRi0IHPtjIgRGHqMdErM5zg,32.6016907,-85.4166792
Selma Country Club,Selma Country Club,Selma,AL,164,"Selma Country Club, Selma, AL",11363,ChIJSQxhAXUGj4gRdmSzvS7JZ_E,32.411,-87.0376
Shoal Creek Club,Shoal Creek Club,Shoal Creek,AL,165,"Shoal Creek Club, Shoal Creek, AL",11312,ChIJz1vqj_wUiYgR4J7m7BFFeks,#N/A,#N/A
Silver Lakes,Silver Lakes - Backbreaker-Mindbreaker,Glencoe,AL,166,"Silver Lakes - Backbreaker-Mindbreaker, Glencoe, AL",17722,ChIJn455mSJIiogRTS2W9tgjqYA,33.882437,-85.926896
Silver Lakes,Silver Lakes - Heartbreaker-Backbreaker,Glencoe,AL,167,"Silver Lakes - Heartbreaker-Backbreaker, Glencoe, AL",17724,ChIJn455mSJIiogRTS2W9tgjqYA,33.882437,-85.926896
Silver Lakes,Silver Lakes - Mindbreaker-Heartbreaker,Glencoe,AL,168,"Silver Lakes - Mindbreaker-Heartbreaker, Glencoe, AL",17723,ChIJn455mSJIiogRTS2W9tgjqYA,33.882437,-85.926896
Silver Wings Golf Course,Silver Wings Golf Course - Blue/Red,Ft Rucker,AL,169,"Silver Wings Golf Course - Blue/Red, Ft Rucker, AL",11287,ChIJKeRCs9lkkogRmjtKw1Chlr8,31.327347,-85.737811
Silver Wings Golf Course,Silver Wings Golf Course - Red/White,Ft Rucker,AL,170,"Silver Wings Golf Course - Red/White, Ft Rucker, AL",11288,ChIJKeRCs9lkkogRmjtKw1Chlr8,31.327347,-85.737811
