Address,Course ID
"TRADITIONS GOLF CLUB, Holden, ME",2872
"TURNER HIGHLANDS COUNTRY CLUB, Turner, ME",2223
"VA JO WA GOLF CLUB, Island Falls, ME",2874
"VAL HALLA GOLF CLUB, Cumberland, ME",17969
"WATERVILLE COUNTRY CLUB, Waterville, ME",2856
"WAWENOCK GOLF CLUB, Walpole, ME",2871
"WEBHANNET GOLF CLUB, Kennebunkport, ME",2221
"WEST APPLETON COUNTRY CLUB, APPLETON, ME",26652
"WESTERN VIEW GOLF CLUB, Augusta, ME",2878
"WHITETAIL GOLF COURSE, Charleston, ME",2837
"WILLOWDALE GOLF CLUB, Scarborough, ME",2196
"WILSON LAKE COUNTRY CLUB, Wilton, ME",2895
"WOODLANDS CLUB, Falmouth, ME",2197
"YORK GOLF & TENNIS CLUB, York Village, ME",2241
"ANNAPOLIS, ANNAPOLIS, MD",13672
"Anne Arundell Mannor, Harwood, MD",24045
"ARGYLE COUNTRY CLUB, SILVER SPRING, MD",2906
"Baltimore Country Club, Timonium, MD",2980
"Baltimore Country Club, Timonium, MD",2981
"Bay Hills Golf Club, Arnold, MD",3067
"BEACH CLUB GOLF LINKS, BERLIN, MD",2992
"BEACH CLUB GOLF LINKS, BERLIN, MD",2993
"BEACH CLUB GOLF LINKS, BERLIN, MD",2991
"Beaver Creek Country Club, Hagerstown, MD",2922
"Beechtree Golf Club, Aberdeen, MD",14681
"Bethesda Country Club, BETHESDA, MD",13673
"Black Rock Golf Course, Hagerstown, MD",2916
"BLUE HERON, BLUE HERON, MD",3040
"Blue Mash Golf Course, LAYTONSVILLE, MD",2964
"Bonnie View Country Club, Baltimore, MD",3065
"Bowie Golf & Country Club, Bowie, MD",3035
"BRETON BAY GOLF AND COUNTRY CLUB, Leonardtown, MD",13674
"Bretton Woods Rec Center, GERMANTOWN, MD",13675
"Bulle Rock Golf Club, Havre de Grace, MD",2925
"Burning Tree Club, Bethesda, MD",2943
"CAROLINE COUNTRY CLUB, Denton, MD",3000
"CARROLL PARK, BALTIMORE, MD",2970
"Cattail Creek Country Club, GLENWOOD, MD",2975
"Caves Valley Golf Club, Owings Mills, MD",3051
"Cedar Point Golf Course, PATUXENT RIVER, MD",3068
"CHARTWELL CC, Severna Park, MD",3066
"Chesapeake Bay Golf Club North East, North East, MD",2904
"Chesapeake Bay Golf Club Rising Sun, Rising Sun, MD",2910
"CHESAPEAKE HILLS GOLF CLUB, LUSBY, MD",2929
"Chester River Y & C C, Chestertown, MD",13621
"Chester River Yacht & C C, Chestertown, MD",3019
"Chestnut Ridge Country Club, LUTHERVILLE, MD",3071
"Chevy Chase Club, Chevy Chase, MD",3056
"Choptank River Golf and Events Center, Cambridge, MD",2967
"CLIFTON PARK GOLF COURSE, BALTIMORE, MD",2966
"Clustered Spires Golf Club, Frederick, MD",2923
"Columbia CC, Chevy Chase, MD",3061
"Compass Pointe Golf Courses, Pasadena, MD",2932
"Compass Pointe Golf Courses, Pasadena, MD",2931
"Congressional Country Club, Potomac, MD",14152
"Congressional Country Club, Potomac, MD",3055
"COUNTRY CLUB AT WOODMORE, MITCHELLVILLE, MD",14673
"COUNTRY CLUB OF MARYLAND, TOWSON, MD",2941
"COVE CREEK CLUB, STEVENSVILLE, MD",2927
"Crofton Country Club, CROFTON, MD",13668
"Cross Creek Golf Club, Beltsville, MD",2928
"Cumberland Country Club, Cumberland, MD",3038
"DEER RUN GC, BERLIN, MD",3005
"Diamond Ridge Golf Club, Woodlawn, MD",2937
"Diamond Ridge Golf Club, Woodlawn, MD",13679
"EAGLES LANDING, BERLIN, MD",2969
"Eagle's Nest Country Club, Phoenix, MD",2999
"Eisenhower Golf Course, Crownsville, MD",2977
"Elkridge CLub, BALTIMORE, MD",3010
"Elks Lodge 817 Golf Club, Salisbury, MD",3062
"Enterprise Golf Course, Mitchellville Road, MD",2996
"Exton Golf Course, Aberdeen Proving Ground, MD",2938
"FAIRWAY HILLS GOLF CLUB, COLUMBIA, MD",2985
"Falls Road Golf Course, Potomac, MD",3025
"Fantasy Valley Golf Course, McHenry, MD",24005
"FORE SISTERS G.C., RAWLINGS, MD",13416
"FOREST PARK GOLF COURSE, BALTIMORE, MD",2971
"Fountain Head Country Club, Hagerstown, MD",3046
"Four Streams, Beallsville, MD",13641
"FOX HOLLOW GOLF COURSE, TIMONIUM, MD",2961
"FT. MEADE, FT. MEADE, MD",13643
"FT. MEADE, FT. MEADE, MD",13642
"FT. RITCHIE GC, BALTIMORE, MD",13682
"FURNACE BAY GC, PERRYVILLE, MD",3064
"Geneva Farm Golf Course, STREET, MD",3052
"GENEVA FARMS GC, STREET, MD",13681
"GEORGETOWN PREP GC, ROCKVILLE, MD",13680
"GIBSON ISLAND CLUB, GIBSON ISLAND, MD",2909
"Glade Valley Golf Club, Walkersville, MD",2972
"GLEN RIDDLE GOLF CLUB, BERLIN, MD",2901
"GLEN RIDDLE GOLF CLUB, BERLIN, MD",2902
"Glenn Dale Golf Club, Glenn Dale, MD",2930
"GREAT HOPE GC, WESTOVER, MD",3003
"Green Hill Country Club, QUANTICO, MD",2934
"Green Spring Valley Hunt Club, Owings Mills, MD",3039
"GREYSTONE GOLF CLUB, WHITE HALL, MD",14677
"GUNPOWDER GC, BALTIMORE, MD",13677
"Hampshire Greens Golf Course, Silver Spring, MD",13678
"Harbourtowne Resort & Country Club, St. Michaels, MD",2908
"Hawthorne Country Club, La Plata, MD",3009
"HAYFIELDS GC, HUNT VALLEY, MD",2962
"Henson Creek Golf Course, Ft. Washington, MD",3054
"Heritage Harbor Golf Club, Annapolis, MD",13696
"HILLENDALE COUNTRY CLUB, PHOENIX, MD",2920
"Hobbit's Glen Golf Club, Columbia, MD",3021
"HOG NECK GOLF CLUB, EASTON, MD",2978
"HOG NECK GOLF CLUB, EASTON, MD",21040
"Holly Hills Country Club, Ijamsville, MD",3033
"Hope Valley Golf Club, MT AIRY, MD",3047
"Hunt Valley Golf Club, HUNT VALLEY, MD",26373
"Hunt Valley Golf Club, HUNT VALLEY, MD",3013
"Hunters Oak Golf Club, QUEENSTOWN, MD",3007
"Hunters Oak Golf Club, QUEENSTOWN, MD",14678
"Indian Head Golf Course, Indian Head, MD",2984
"Indian Spring Country Club, Silver Spring, MD",14685
"Indian Spring Country Club, Silver Spring, MD",14686
"KENWOOD G & CC, BETHESDA, MD",2998
"Lake Arbor Golf Club, Mitchelville, MD",3041
"Lake Presidential Golf Club, Upper Marlboro, MD",2945
"LAKEWOOD CC, ROCKVILLE, MD",13658
"Laytonsville Golf Course, Laytonsville, MD",3042
"Leisure World Golf Club, Silver Spring, MD",2905
"LIESURE WORLD GOLF CLUB, SILVER SPRING, MD",14672
"Links at Perry Cabin, St Michaels, MD",26629
"Little Bennett Golf Course, Clarksburg, MD",3034
"Lodestone Golf Club, MCHENRY, MD",13931
"Manor Country Club, ROCKVILLE, MD",23626
"Manor Country Club, ROCKVILLE, MD",13650
"MAPLE RUN GC, THURMONT, MD",13652
"Maplehurst Country Club, Frostburg, MD",2965
"Marlborough Golf Club, Upper Marlboro, MD",3053
"Marlton Golf Club, Upper Marlboro, MD",3070
"Maryland Golf & Country Club, BEL AIR, MD",3057
"Maryland National Golf Club, MIDDLETOWN, MD",2974
"MELLOMAR GOLF PARK, Owings, MD",3016
"Montgomery Country Club, LAYTONSVILLE, MD",2939
"MONTGOMERY VILLAGE GC, GAITHERSBURG, MD",13653
"Mount Pleasant Golf Course, Baltimore, MD",2973
"Mountain Branch Golf Course, Joppa, MD",2924
"MT. PLEASANT, BALTIMORE, MD",13654
"Musket Ridge, Myersville, MD",2982
"Nassawango Country Club, SNOW HILL, MD",13655
"National Golf Club, FT. WASHINGTON, MD",2959
"NEEDWOOD GC, DERWOOD, MD",2988
"NORBECK COUNTRY CLUB, ROCKVILLE, MD",3069
"NORTHWEST GOLF COURSE, WHEATON, MD",3045
"NORTHWEST GOLF COURSE, WHEATON, MD",2979
"Nutters Crossing Golf Club, SALISBURY, MD",14160
"Oak Creek Golf Club, Upper Marlboro, MD",2944
"Oakland Country Club, Oakland, MD",3043
"Oakmont Green Golf Club, HAMPSTEAD, MD",2990
"Ocean City Golf Club, Berlin, MD",13617
"Ocean City Golf Club, Berlin, MD",13616
"Ocean Pines Golf & Country Club, Ocean Pines, MD",3027
"Ocean Resorts Golf Club, BERLIN, MD",3006
"P.B. Dye Golf Club, Ijamsville, MD",2994
"PAINT BRANCH GOLF COURSE, College Park, MD",2958
"Patriots Glen National Golf Club, ELKTON, MD",3049
"Patuxent Greens Country Club, Laurel, MD",2926
"Pine Ridge Golf Course, LUTHERVILLE, MD",3048
"PINE SHORE GC, BERLIN, MD",13647
"PINE SHORE GC, BERLIN, MD",13646
"PINE SHORE GC, BERLIN, MD",13645
"Piney Branch Golf Club, Hampstead, MD",2903
"POOLESVILLE GC, Poolesville, MD",3017
"Potomac Ridge, Waldorf, MD",3024
"Potomac Ridge, Waldorf, MD",3022
"Potomac Ridge, Waldorf, MD",3023
"PROSPECT BAY, GRASONVILLE, MD",14674
"Queenstown Harbor, Queenstown, MD",3036
"Queenstown Harbor, Queenstown, MD",3037
"Rattlewood Golf Club, Mt. Airy, MD",3020
"REDGATE GC, ROCKVILLE, MD",13648
"Renditions, Davidsonville, MD",2915
"Richland Golf Club, Middletown, MD",2933
"River Downs Golf Club, Finksburg, MD",3063
"River House at Easton Club, Easton, MD",2987
"River Marsh Golf Club, Cambridge, MD",3018
"River Run Golf Club, Berlin, MD",3002
"ROBIN DALE GC, BRANDYWINE, MD",13667
"Rocky Gap, Flintstone, MD",2917
"ROCKY GAP LODGE & GR, FLINTSTONE, MD",13665
"Rocky Point Golf Course, ESSEX, MD",2957
"Rolling Road Golf Club, Catonsville, MD",2976
"Ruggles Golf Course, Aberdeen Proving Ground, MD",2900
"Rum Pointe Golf Club, Berlin, MD",13639
"Sherwood Forest Golf Course, Sherwood Forest, MD",2968
"SLIGO GC, SILVER SPRING, MD",13666
"Sparrows Point Country Club, Baltimore, MD",3044
"Sparrows Point Country Club, Baltimore, MD",20893
"Suburban Club, Pikesville, MD",3060
"Swan Point Yacht & Country Club, Issue, MD",3011
"Talbot Country Club, EASTON, MD",2907
"THE BAY CLUB, BERLIN, MD",2986
"THE BAY CLUB, BERLIN, MD",2989
"THE BAY CLUB, BERLIN, MD",14680
"The Cannon Club, Lothian, MD",2960
"The Courses at ANDREWS AFB, CAMP SPRINGS, MD",28608
"The Courses at ANDREWS AFB, CAMP SPRINGS, MD",13670
"The Courses at ANDREWS AFB, CAMP SPRINGS, MD",13671
"The Courses at ANDREWS AFB, CAMP SPRINGS, MD",28607
"The Courses at ANDREWS AFB, CAMP SPRINGS, MD",13669
"The Golf Club at South River, EDGEWATER, MD",3028
"The Greens At Hamilton Run, Hagerstown, MD",27100
"The Links at Challedon, Mt. Airy, MD",2940
"The Links at Challedon, Mt. Airy, MD",13640
"The Links at Lighthouse Sound, Bishopville, MD",3004
"Thousand Acres Golf Course, Swanton, MD",13589
"TIMBERS AT TROY GC, ELKRIDGE, MD",3008
"TPC Potomac at Avenel Farm, POTOMAC, MD",26253
"Turf Valley Resort, Ellicott City, MD",2914
"Turf Valley Resort, Ellicott City, MD",2913
"TWIN SHIELDS GOLF CLUB, DUNKIRK, MD",2963
"United States Naval Academy Golf Club, Annapolis, MD",2983
"University of Maryland Golf Course, College Park, MD",23955
"UPLAND GOLF CLUB, RIDGELY, MD",14679
"VETERANS HOSPITAL GC, BALTIMORE, MD",13651
"VFW GC, FREDERICK, MD",2997
"Wakefield Valley Golf Club, Westminster, MD",3030
"Wakefield Valley Golf Club, Westminster, MD",14684
"Wakefield Valley Golf Club, Westminster, MD",3029
"Wakefield Valley Golf Club, Westminster, MD",3031
"Wakefield Valley Golf Club, Westminster, MD",14682
"Wakefield Valley Golf Club, Westminster, MD",3032
"Wakefield Valley Golf Club, Westminster, MD",14683
"Walden Country Club, CROFTON, MD",3058
"Waverly Woods Golf Club, Marriottsville, MD",13601
"West Winds Golf Club, New Market, MD",3059
"WESTERN MARYLAND GC, BALTIMORE, MD",13660
"Westminster National Golf Course, Westminster, MD",2995
"Wetlands Golf Club, ABERDEEN, MD",2935
"WHISKEY CREEK GC, IJAMSVILLE, MD",13656
"WHITE PLAINS GC, WHITE PLAINS, MD",13661
"WICOMICO SHORES, CHAPTICO, MD",3012
"WILLOW SPRINGS GC, WEST FRIENDSHIP, MD",13662
"Winter Quarters Golf Course, Pocomoke City, MD",13659
"Winters Run Golf Club, Bel Air, MD",3026
"Woodholme Country Club, Pikesville, MD",2936
"Woodmont Country Club, Rockville, MD",23908
"Woodmont Country Club, Rockville, MD",13664
"WORTHINGTON MANOR GOLF CLUB, URBANA, MD",3072
"'17 U.S. Senior Open, Peabody, MA",26175
"ACOAXET GOLF CLUB, WESTPORT POINT, MA",6511
"ACUSHNET RIVER VALLEY GOLF COURSE, ACUSHNET, MA",6510
"AGAWAM MUNICIPAL GOLF COURSE, FEEDING HILLS, MA",6509
"ALLENDALE COUNTRY CLUB, NORTH DARTMOUTH, MA",6303
"AMESBURY GOLF & COUNTRY CLUB, AMESBURY, MA",6508
"AMHERST GOLF CLUB, AMHERST, MA",6507
"ANDOVER COUNTRY CLUB, ANDOVER, MA",6506
"ATLANTIC COUNTRY CLUB, PLYMOUTH, MA",6495
"BAS RIDGE GOLF COURSE, HINSDALE, MA",6503
"BASS RIVER GOLF COURSE, YARMOUTH PORT, MA",6317
"BASS ROCKS GOLF CLUB, GLOUCESTER, MA",17778
"BAY CLUB AT MATTAPOISETT, MATTAPOISETT, MA",6280
"BAY PATH GOLF COURSE, EAST BROOKFIELD, MA",6498
"BAY POINTE COUNTRY CLUB, ONSET BEACH, MA",18152
"BAYBERRY HILLS GOLF COURSE, WEST YARMOUTH, MA",28992
"BAYBERRY HILLS GOLF COURSE, WEST YARMOUTH, MA",28989
"BAYBERRY HILLS GOLF COURSE, WEST YARMOUTH, MA",29002
"BAYBERRY HILLS GOLF COURSE, WEST YARMOUTH, MA",28995
"BAYBERRY HILLS GOLF COURSE, WEST YARMOUTH, MA",6500
"BAYBERRY HILLS GOLF COURSE, WEST YARMOUTH, MA",6502
"BAYBERRY HILLS GOLF COURSE, WEST YARMOUTH, MA",26362
"BAYBERRY HILLS GOLF COURSE, WEST YARMOUTH, MA",6501
"BAYBERRY HILLS GOLF COURSE, WEST YARMOUTH, MA",26363
"BEAR HILL GOLF CLUB, STONEHAM, MA",6497
"BEAVER BROOK GOLF COURSE, HAYDENVILLE, MA",6496
"BEDFORDSHIRE GOLF CLUB, BEDFORD, MA",6523
"BEDROCK GOLF CLUB, RUTLAND, MA",6525
"BELLEVUE GOLF CLUB, MELROSE, MA",6505
"BELMONT COUNTRY CLUB, BELMONT, MA",6287
"BERKSHIRE HILLS COUNTRY CLUB, PITTSFIELD, MA",6529
"BEVERLY GOLF & TENNIS CLUB, BEVERLY, MA",6299
"BLACK ROCK COUNTRY CLUB, HINGHAM, MA",6528
"BLACK SWAN COUNTRY CLUB, GEORGETOWN, MA",6459
"BLACKSTONE NATIONAL GOLF CLUB, SUTTON, MA",18027
"BLISSFUL MEADOWS GOLF COURSE, UXBRIDGE, MA",6527
"BLUE HILL COUNTRY CLUB, CANTON, MA",20643
"BLUE HILL COUNTRY CLUB, CANTON, MA",6293
"BOSTON GOLF CLUB, HINGHAM, MA",6526
"BRADFORD COUNTRY CLUB, BRADFORD, MA",6515
"BRAE BURN COUNTRY CLUB, WEST NEWTON, MA",6524
"BRAINTREE MUNICIPAL GOLF COURSE, BRAINTREE, MA",6296
"BROCKTON COUNTRY CLUB, BROCKTON, MA",6522
"BROOKLINE GOLF COURSE, BROOKLINE, MA",6521
"BROOKMEADOW COUNTRY CLUB, CANTON, MA",6520
"BUNGAY BROOK GOLF CLUB, BELLINGHAM, MA",6519
"BUTTER BROOK GOLF CLUB, WESTFORD, MA",18167
"BUTTERNUT FARM GOLF CLUB, STOW, MA",6518
"CAPE ANN GOLF COURSE, ESSEX, MA",6517
"CAPE COD COUNTRY CLUB, N. FALMOUTH, MA",6516
"CAPE COD NATIONAL GOLF CLUB, BREWSTER, MA",17823
"CEDAR GLEN GOLF CLUB, SAUGUS, MA",6474
"CEDAR HILL GOLF COURSE, STOUGHTON, MA",6473
"CHARLES RIVER COUNTRY CLUB, NEWTON CENTRE, MA",6472
"CHARTER OAK COUNTRY CLUB, HUDSON, MA",6463
"CHATHAM SEASIDE LINKS, CHATHAM, MA",6471
"CHELMSFORD COUNTRY CLUB, CHELMSFORD, MA",6480
"CHEMAWA COUNTRY CLUB, NORTH ATTLEBORO, MA",6469
"CHEQUESSETT YACHT & COUNTRY CLUB, WELLFLEET, MA",6558
"CHERRY HILL GOLF COURSE, NOTH AMHERST, MA",6468
"CHICOPEE COUNTRY CLUB, CHICOPEE, MA",6288
"CLEARVIEW COUNTRY CLUB, MILLBURY, MA",6467
"COHASSE COUNTRY CLUB, SOUTHBRIDGE, MA",6268
"COHASSET GOLF CLUB, COHASSET, MA",6466
"COLD SPRING COUNTRY CLUB, BELCHERTOWN, MA",14949
"COLONIAL GOLF LEAGUE, BURLINGTON, MA",6465
"CONCORD COUNTRY CLUB, CONCORD, MA",6464
"COUNTRY CLUB OF BILLERICA, BILLERICA, MA",6470
"COUNTRY CLUB OF GREENFIELD, GREENFIELD, MA",6504
"COUNTRY CLUB OF HALIFAX, HALIFAX, MA",6478
"COUNTRY CLUB OF NEW BEDFORD, NORTH DARTMOUTH, MA",6477
"COUNTRY CLUB OF PITTSFIELD, PITTSFIELD, MA",6476
"COUNTRY CLUB OF WILBRAHAM, WILBRAHAM, MA",6475
"CRANBERRY VALLEY GOLF COURSE, HARWICH, MA",18060
"CRANWELL RESORT & GOLF CLUB, LENOX, MA",18017
"CRESTVIEW COUNTRY CLUB, AGAWAM, MA",6286
"CRESTWOOD COUNTRY CLUB, REHOBOTH, MA",6307
"CROSSWINDS GOLF CLUB, PLYMOUTH, MA",18039
"CROSSWINDS GOLF CLUB, PLYMOUTH, MA",18168
"CROSSWINDS GOLF CLUB, PLYMOUTH, MA",18171
"CROSSWINDS GOLF CLUB, PLYMOUTH, MA",18170
"CRUMPIN-FOX CLUB, BERNARDSTON, MA",6493
"CRYSTAL COMMUNITY GOLF CLUB, WAKEFIELD, MA",6492
"CRYSTAL LAKE GOLF COURSE, HAVERHILL, MA",6491
"CUMMAQUID GOLF CLUB, CUMMAQUID, MA",6490
"CYPRIAN KEYES GOLF CLUB, BOYLSTON, MA",6489
"D W FIELD GOLF COURSE, BROCKTON, MA",6488
"DEDHAM COUNTRY & POLO CLUB, DEDHAM, MA",6481
"DENNIS HIGHLANDS GOLF COURSE, DENNIS, MA",6487
"DENNIS PINES GOLF COURSE, DENNIS, MA",6494
"DEVENS GOLF COURSE, DEVENS, MA",6486
"DONNYBROOK COUNTRY CLUB, LANESBOROUGH, MA",18044
"DUDLEY HILL GOLF CLUB, DUDLEY, MA",6365
"DUNROAMIN COUNTRY CLUB, GILBERTVILLE, MA",6485
"DUXBURY YACHT CLUB, DUXBURY, MA",6484
"EAST MOUNTAIN COUNTRY CLUB, WESTFIELD, MA",6483
"EASTON COUNTRY CLUB, EASTON, MA",6276
"EASTWARD HO!, CHATHAM, MA",18032
"EDGARTOWN GOLF CLUB, EDGARTOWN, MA",6482
"EDGE HILL GOLF COURSE, ASHFIELD, MA",6479
"EDGEWOOD GOLF CLUB, SOUTHWICK, MA",26317
"EGREMONT COUNTRY CLUB, GREAT BARRINGTON, MA",18024
"ELLINWOOD COUNTRY CLUB, ATHOL, MA",18026
"ELMCREST COUNTRY CLUB, EAST LONGMEADOW, MA",9358
"ESSEX COUNTY CLUB, MANCHESTER-BY-THE-SEA, MA",6265
"FALCON GOLF COURSE, AIR STATION CAPE COD, MA",6386
"FALL RIVER COUNTRY CLUB, FALL RIVER, MA",18173
"FALMOUTH COUNTRY CLUB, EAST FALMOUTH, MA",6565
"FALMOUTH COUNTRY CLUB, EAST FALMOUTH, MA",20650
"FAR CORNER GOLF COURSE, BOXFORD, MA",18178
"FAR CORNER GOLF COURSE, BOXFORD, MA",18174
"FAR CORNER GOLF COURSE, BOXFORD, MA",18177
"FARM NECK GOLF CLUB, OAK BLUFFS, MA",18042
"FERNCROFT COUNTRY CLUB, MIDDLETON, MA",6438
"FOREST PARK COUNTRY CLUB, ADAMS, MA",6281
"FOUR OAKS COUNTRY CLUB, DRACUT, MA",20950
"FOXBOROUGH COUNTRY CLUB, FOXBOROUGH, MA",6314
"FRAMINGHAM COUNTRY CLUB, FRAMINGHAM, MA",6570
"FRANCONIA GOLF COURSE, SPRINGFIELD, MA",6569
"FRANKLIN COUNTRY CLUB, FRANKLIN, MA",6310
"FRESH POND GOLF COURSE, CAMBRIDGE, MA",6568
"FURNACE BROOK GOLF CLUB, N. QUINCY, MA",6567
"GANNON MUNICIPAL GOLF COURSE, LYNN, MA",6566
"GARDNER MUNICIPAL GOLF COURSE, GARDNER, MA",6279
"GENERAL ELECTRIC ATHLETIC ASSOCIATION (GEAA), PITTSFIELD, MA",18051
"GEORGE WRIGHT MUNICIPAL GOLF COURSE, HYDE PARK, MA",18179
"GLEN ELLEN COUNTRY CLUB, MILLIS, MA",18180
"GRANITE LINKS GOLF CLUB, QUINCY, MA",18182
"GRANITE LINKS GOLF CLUB, QUINCY, MA",18181
"GRANITE LINKS GOLF CLUB, QUINCY, MA",18184
"GREATHORSE, HAMPDEN, MA",18058
"GREEN HARBOR GOLF CLUB, MARSHFIELD, MA",18052
"GREEN HILL GOLF COURSE, WORCESTER, MA",18019
"GREENOCK COUNTRY CLUB, LEE, MA",6308
"GROTON COUNTRY CLUB, GROTON, MA",18020
"HARMON GOLF CLUB, ROCKLAND, MA",18043
"HATHERLY COUNTRY CLUB, SCITUATE, MA",18040
"HAVERHILL COUNTRY CLUB, HAVERHILL, MA",18053
"HAWTHORNE COUNTRY CLUB, NORTH DARTMOUTH, MA",6298
"Hazelton GC, Rehoboth, MA",24378
"HEATHER HILL COUNTRY CLUB, PLAINVILLE, MA",18186
"HEATHER HILL COUNTRY CLUB, PLAINVILLE, MA",18189
"HEATHER HILL COUNTRY CLUB, PLAINVILLE, MA",18188
"HEMLOCK RIDGE GOLF COURSE, FISKDALE, MA",18022
"HERITAGE COUNTRY CLUB, CHARLTON, MA",18016
"HICKORY HILL GOLF COURSE, METHUEN, MA",18054
"HICKORY RIDGE GOLF CLUB, AMHERST, MA",18055
"HIGHFIELDS GOLF & COUNTRY CLUB, GRAFTON, MA",18041
"HIGHLAND COUNTRY CLUB, ATTLEBORO, MA",6273
"HIGHLAND GOLF LINKS, NORTH TRURO, MA",6304
"HILLSIDE COUNTRY CLUB, REHOBOTH, MA",6271
"HILLVIEW GOLF COURSE, NORTH READING, MA",6549
"HOLDEN HILLS COUNTRY CLUB, JEFFERSON, MA",6548
"HOLYOKE COUNTRY CLUB, HOLYOKE, MA",18045
"HOPEDALE COUNTRY CLUB, HOPEDALE, MA",6547
"HOPKINTON COUNTRY CLUB, HOPKINTON, MA",6546
"HYANNIS GOLF CLUB, HYANNIS, MA",6545
"HYANNISPORT CLUB, HYANNISPORT, MA",6544
"INDIAN MEADOWS GOLF COURSE, HOLLISTON, MA",6543
"INDIAN POND COUNTRY CLUB, KINGSTON, MA",6542
"INDIAN RIDGE COUNTRY CLUB, ANDOVER, MA",6541
"IPSWICH COUNTRY CLUB, IPSWICH, MA",6530
"JOHN F PARKER MUNICIPAL GOLF COURSE, TAUNTON, MA",6539
"JUNIPER HILL GOLF COURSE, NORTHBORO, MA",6353
"JUNIPER HILL GOLF COURSE, NORTHBORO, MA",6352
"KERNWOOD COUNTRY CLUB, SALEM, MA",6513
"KETTLE BROOK GOLF CLUB, PAXTON, MA",6537
"KING RAIL RESERVE GOLF COURSE, LYNNFIELD, MA",23812
"Kings Way Golf Club, YARMOUTH PORT, MA",6267
"LAKEVIEW GOLF COURSE, WENHAM, MA",6536
"LAKEVILLE COUNTRY CLUB, LAKEVILLE, MA",6535
"LEBARON HILLS COUNTRY CLUB, LAKEVILLE, MA",6534
"Ledgemont CC, Seekonk, MA",9366
"LEICESTER COUNTRY CLUB, LEICESTER, MA",6533
"LEO J. MARTIN GOLF COURSE, WESTON, MA",6532
"LEXINGTON GOLF CLUB, LEXINGTON, MA",6531
"LOCUST VALLEY GOLF COURSE, ATTLEBORO, MA",6557
"LONG MEADOW GOLF CLUB, LOWELL, MA",6538
"LONGMEADOW COUNTRY CLUB, LONGMEADOW, MA",6540
"LOST BROOK, NORWOOD, MA",6563
"LUDLOW COUNTRY CLUB, LUDLOW, MA",14936
"MAPLEGATE COUNTRY CLUB, BELLINGHAM, MA",6562
"MARION GOLF COURSE, MARION, MA",6560
"MARLBOROUGH COUNTRY CLUB, MARLBOROUGH, MA",6305
"MARSHFIELD COUNTRY CLUB, MARSHFIELD, MA",6270
"MAYNARD GOLF COURSE, MAYNARD, MA",6559
"MEADOW BROOK GOLF CLUB, READING, MA",14910
"MERRIMACK VALLEY GOLF CLUB, METHUEN, MA",6274
"MGA LINKS @ MAMANTAPETT, NORTON, MA",6550
"MIACOMET GOLF CLUB, NANTUCKET, MA",6301
"MIDDLEBROOK COUNTRY CLUB, REHOBOTH, MA",6564
"MILL VALLEY GOLF LINKS, BELCHERTOWN, MA",6556
"MILLWOOD GOLF COURSE, FRAMINGHAM, MA",6555
"MILTON HOOSIC CLUB, CANTON, MA",6554
"MINK MEADOWS GOLF CLUB, VINEYARD HAVEN, MA",6263
"MONOOSNOCK COUNTRY CLUB, LEOMINSTER, MA",6553
"MOUNT HOOD GOLF COURSE, MELROSE, MA",6552
"MOUNT PLEASANT GOLF CLUB, LOWELL, MA",6551
"MYOPIA HUNT CLUB, SOUTH HAMILTON, MA",6512
"NABNASSET LAKE COUNTRY CLUB, WESTFORD, MA",6294
"NAHANT GOLF CLUB, Nahant, MA",6291
"NANTUCKET GOLF CLUB, SIASCONSET, MA",6297
"NASHAWTUC COUNTRY CLUB, CONCORD, MA",6371
"NEEDHAM GOLF CLUB, NEEDHAM, MA",6316
"NEHOIDEN GOLF CLUB, WELLESLEY, MA",6311
"NEW BEDFORD MUNICIPAL, NEW BEDFORD, MA",6370
"NEW ENGLAND COUNTRY CLUB, BELLINGHAM, MA",6369
"NEW MEADOWS GOLF CLUB, TOPSFIELD, MA",6368
"NEWTON COMMONWEALTH GC, NEWTON, MA",6354
"NONQUITT GOLF CLUB, SOUTH DARTMOUTH, MA",6373
"NORFOLK GOLF CLUB, WESTWOOD, MA",6363
"NORTH ADAMS COUNTRY CLUB, CLARKSBURG, MA",6362
"NORTH ANDOVER COUNTRY CLUB, NORTH ANDOVER, MA",6361
"NORTH HILL COUNTRY CLUB, DUXBURY, MA",6360
"NORTH SHORE GOLF CLUB, EVERETT, MA",6359
"NORTH SHORE TOURING GC, MARBLEHEAD, MA",6358
"NORTHAMPTON COUNTRY CLUB, LEEDS, MA",6357
"NORTHFIELD GOLF CLUB, NORTHFIELD, MA",6282
"NORTON COUNTRY CLUB, NORTON, MA",6356
"NORWOOD COUNTRY CLUB, NORWOOD, MA",6355
"OAK HILL COUNTRY CLUB, FITCHBURG, MA",6381
"OAK RIDGE GOLF CLUB, FEEDING HILLS, MA",6384
"OAK RIDGE GOLF COURSE, GILL, MA",23930
"OAKLEY COUNTRY CLUB, WATERTOWN, MA",6366
"OCEAN EDGE GOLF CLUB, BREWSTER, MA",6391
"OLD SANDWICH GOLF CLUB, PLYMOUTH, MA",6390
"OLDE BARNSTABLE FAIRGROUNDS GC, MARSTONS MILLS, MA",6389
"OLDE SALEM GREENS GOLF COURSE, SALEM, MA",6388
"OLDE SCOTLAND LINKS, BRIDGEWATER, MA",6387
