Address,Course ID
"Salt Creek Golf Club, Wood Dale, IL",7443
"Sanctuary Golf Course, New Lenox, IL",7307
"Sandburr Run, Thomson, IL",24007
"Sandy Hollow Golf Club, Rockford, IL",20856
"Saukie Golf Course, Rock Island, IL",7741
"Schaumburg Golf Club, Schaumburg, IL",7336
"Schaumburg Golf Club, Schaumburg, IL",7337
"Schaumburg Golf Club, Schaumburg, IL",7338
"Scovill Golf Club, Decatur, IL",7547
"Senica's Oak Ridge Golf Course, LaSalle, IL",7587
"Settler's Hill, Batavia, IL",7489
"Seven Bridges Golf Club, Woodridge, IL",7647
"Shambolee Golf Course, Petersburg, IL",17918
"Shawnee Hills Country Club, Harrisburg, IL",5159
"Shepherd's Crook Golf Course, Zion, IL",7567
"Shewami Country Club, Watseka, IL",7698
"Shiloh Park Golf Course, Zion, IL",7404
"Shoreacres, Lake Bluff, IL",7274
"Short Hills CC, East Moline, IL",14895
"Silver Lake Country Club, Orland Park, IL",7474
"Silver Lake Country Club, Orland Park, IL",7475
"Silver Oaks Golf Course, Braidwood, IL",7304
"Silver Ridge Golf Course, Oregon, IL",7358
"Sinnissippi Golf Course, Rockford, IL",20857
"Skokie Country Club, Glencoe, IL",7321
"Snag Creek Golf Club, Washburn, IL",7735
"Soangetaha Country Club, Galesburg, IL",7309
"South Shore, Chicago, IL",7280
"South Shore Golf Club, Momence, IL",7316
"South Side Country Club, Decatur, IL",7283
"Sparta Country Club, Sparta, IL",5191
"Spencer T. Olin Golf Course, Alton, IL",23716
"SPG Green Garden Country Club, Frankfort, IL",7719
"SPG Green Garden Country Club, Frankfort, IL",7720
"Sportsman's Country Club, Northbrook, IL",7437
"Sportsman's Country Club, Northbrook, IL",7438
"Spring Creek Golf Course, Spring Valley, IL",7355
"Spring Lake Country Club, Quincy, IL",6235
"Springbrook Golf Course, Naperville, IL",7705
"St Andrews Golf & Country Club, West Chicago, IL",7342
"St Andrews Golf & Country Club, West Chicago, IL",7356
"St Charles Country Club, St. Charles, IL",7558
"St Charles Country Club, St. Charles, IL",7439
"St Elmo Golf Club, St. Elmo, IL",20996
"St. Clair Country Club, Belleville, IL",6209
"Steeple Chase Golf Club, Mundelein, IL",7333
"Stone Creek Golf Club, Urbana, IL",7450
"Stonebridge Country Club, Aurora, IL",7572
"Stonehenge Golf Club, Barrington, IL",7349
"Stone's Throw Golf Course, Newton, IL",6072
"Stonewall Orchard GC, Grayslake, IL",7488
"Stonewolf Golf Club, Fairview Hgts, IL",6206
"Stony Creek Golf Course, Oak Lawn, IL",7693
"Storybrook Country Club, Hanover, IL",5563
"Sugar Creek Golf Club, Villa Park, IL",7729
"Sullivan Country Club, Sullivan, IL",7728
"Sunset Golf Club, Mt. Morris, IL",7320
"Sunset Hills Country Club, Edwardsville, IL",6163
"Sunset Hills Golf Club, Pekin, IL",7453
"Sunset Ridge Country Club, Northbrook, IL",7554
"Sunset Valley Golf Club, Highland Park, IL",7700
"Swan Creek Golf Club, Avon, IL",14169
"Sycamore Golf Club, Sycamore, IL",7633
"Sydney R. Marovitz, Chicago, IL",7289
"Tam O'Shanter Golf Course, Niles, IL",28342
"Tamarack Country Club, O'Fallon, IL",17822
"Tamarack Golf Club, Naperville, IL",7611
"Tam-O'Shanter Golf Course, Niles, IL",7631
"Tanna Farms Golf Club, Geneva, IL",7394
"Terrace Hill Golf Course, Algonquin, IL",7273
"The Links at Kokopelli, Marion, IL",5183
"The Orchards Golf Club, Belleville, IL",6260
"The Prairies Golf Club, Cahokia, IL",6182
"The Woodlands Golf Club, Alton, IL",23664
"Thunderhawk Golf Club, Beach Park, IL",7468
"Timber Creek Golf Club, Dixon, IL",7332
"Timber Lakes Golf Course, Staunton, IL",7726
"Timber Pointe Golf Club, Poplar Grove, IL",7688
"Timberlake Club, Peoria, IL",7716
"TPC at Deere Run, Silvis, IL",7608
"Traditions at Chevy Chase, Wheeling, IL",7509
"Tri-City Country Club, Villa Grove, IL",28844
"Triple Lakes Golf Club, Millstadt, IL",6216
"Tuckaway Golf Club, Crete, IL",7324
"Turnberry Country Club, Village of Lakewood, IL",7584
"Turtle Run Golf Club, Danville, IL",7689
"Twin Orchard Country Club, Long Grove, IL",7614
"Twin Orchard Country Club, Long Grove, IL",7561
"U.S. Senior Women's Open, Wheaton, IL",26776
"Union County Country Club, Anna, IL",5167
"University Golf Club, University Park, IL",7628
"University of Illinois Golf Course, Savoy, IL",7537
"University of Illinois Golf Course, Savoy, IL",7536
"Urbana Country Club, Urbana, IL",7585
"Valley Ridge Golf Club, Antioch, IL",7393
"Valley View Club, Cambridge, IL",28828
"Vandalia Country Club, Vandalia, IL",5182
"Vernon Hills Golf Club, Vernon Hills, IL",26413
"Veterans Memorial Golf Course, Great Lakes, IL",7548
"Villa Olivia Country Club, Bartlett, IL",7699
"Village Green Country Club, Mundelein, IL",7371
"Village Greens of Woodridge, Woodridge, IL",7664
"Village Links of Glen Ellyn, Glen Ellyn, IL",7617
"Village Links of Glen Ellyn, Glen Ellyn, IL",7573
"Village Links of Glen Ellyn, Glen Ellyn, IL",7444
"Waterloo Country Club, Waterloo, IL",6222
"Water's Edge Golf Club, Worth, IL",7399
"WeaverRidge Golf Club, Peoria, IL",7542
"Wedgewood Golf Club, Joliet, IL",7575
"Wee-Ma-Tuk Country Club, Cuba, IL",7553
"Weibring Golf Club, Bloomington, IL",7334
"West Berwick GC at Mt. Carmel, Mt. Carmel, IL",5184
"Western Acres Golf Course, Lombard, IL",7695
"Westlake Country Club, Jerseyville, IL",6187
"Westmoreland Country Club, Wilmette, IL",7436
"Westview Golf Course, Quincy, IL",6156
"Whisper Creek, Huntley, IL",7476
"White Deer Run, Vernon Hills, IL",7516
"White Eagle Golf Club, Naperville, IL",7366
"White Eagle Golf Club, Naperville, IL",7364
"White Eagle Golf Club, Naperville, IL",7365
"White Oaks Golf Course, Marissa, IL",26599
"White Pines Golf Club, Bensenville, IL",7636
"White Pines Golf Club, Bensenville, IL",7637
"White Tail Ridge Golf Club, Yorkville, IL",7434
"Willow Crest Golf Club, Oak Brook, IL",7408
"Willow Pond Golf Course, Rantoul, IL",7400
"Willowhill Golf Course, Northbrook, IL",7310
"Wilmette Golf Course, Wilmette, IL",7429
"Winnetka Golf Club, Winnetka, IL",7380
"Wolf Creek Golf Club, Danville, IL",7599
"Woodbine Bend Golf Course, Sockton, IL",7652
"Woodbine Golf Course, Lockport, IL",7403
"Woodlawn Country Club, Farmer City, IL",7565
"Woodruff Golf Course, Joliet, IL",7496
"Woodstock Country Club, Woodstock, IL",7530
"Wyaton Hills Golf Course, Princeton, IL",7564
"Wynstone Golf Club, Barrington, IL",7376
"Albany Golf Club, Albany, IN",13424
"AMERICAN LEGION, NEW CASTLE, IN",7102
"Anderson Country Club, Anderson, IN",6929
"Antler Pointe Golf Club, Rushville, IN",7013
"Arbor Trace Golf Club, Marion, IN",7188
"ARLINGTON PARK GC, FORT WAYNE, IN",7101
"ARROWHEAD GC, GREENFIELD, IN",7100
"ASH HOLLOW GC, SEYMOUR, IN",7099
"ASHERWOOD, INDIANAPOLIS, IN",7095
"Autumn Ridge Golf Club, Fort Wayne, IN",24230
"Balmoral Golf Club, Fishers, IN",7176
"Bass Lake Golf Club, Knox, IN",7186
"Battleground GC, Battleground, IN",13420
"Bear Slide Golf Club, Cicero, IN",7229
"BEECHWOOD GC, LaPORTE, IN",7223
"Bello Terra Golf Course, WEST LAFAYETTE, IN",7215
"Belterra Golf Club, Florence, IN",23945
"Bent Oak Golf Course, Elkarht, IN",7242
"BENT TREE GOLF CLUB, WESTFIELD, IN",7227
"BICKNELL CC, Bicknell, IN",7104
"BIG BOULDER GC, MILFORD, IN",7105
"BIG PINE GC, ATTICA, IN",7115
"BIRCH TREE POND GC, INDIANAPOLIS, IN",7098
"Birck Boilermaker Golf Complex, West Lafayette, IN",7216
"Birck Boilermaker Golf Complex, West Lafayette, IN",7217
"Black Squirrel Golf Club, Goshen, IN",7199
"Blackford Country Club, Hartford City, IN",7153
"Blackthorn Golf Club, South Bend, IN",6930
"Bloomington Country Club, Bloomington, IN",7107
"BLUFF CREEK GC, GREENWOOD, IN",7106
"Boonville Country Club, Boonville, IN",7212
"BRENDONWOOD CC, INDIANAPOLIS, IN",7214
"Briar Leaf Golf Club, LaPorte, IN",7149
"Briar Ridge Country Club, Schererville, IN",24361
"Briar Ridge Country Club, Schereville, IN",7460
"Briar Ridge Country Club, Schereville, IN",7459
"Briar Ridge Country Club, Schereville, IN",7458
"Brickyard Crossing GC, Indianapolis, IN",7175
"BRIDGEWATER GOLF CLUB - EAST, AUBURN, IN",7254
"BRIDGEWATER GOLF CLUB - WEST, AUBURN, IN",17741
"BRITTON GC, FISHERS, IN",7245
"Broadmoor Country Club, Indianapolis, IN",6998
"Brookshire Golf Club, Carmel, IN",7158
"Brookwood Golf Club, Ft Wayne, IN",21204
"BROWNSBURG GC, BROWNSBURG, IN",7103
"Buffalo Trace Golf Course, Jasper, IN",21188
"BUFFER PARK GC, INDIANAPOLIS, IN",7089
"CALUMET GC, GARY, IN",7108
"Canterbury Green Country Club, Fort Wayne, IN",7097
"CARDINAL HILLS GC, Selma, IN",7084
"Carroll County Country Club, Delphi, IN",26587
"Cascades Golf Course, Bloomington, IN",6993
"Cascades Golf Course, Bloomington, IN",6994
"Cascades Golf Course, Bloomington, IN",6995
"CC OF BROWN COUNTY, INDIANAPOLIS, IN",7083
"CEDAR CREEK GOLF CLUB, Leo, IN",17902
"CEDAR LAKE GC, CEDAR LAKE, IN",7082
"CEDAR LAKE MONASTERY GC, CEDAR LAKE, IN",7081
"Centennial Park Golf Course, Munster, IN",7313
"Champions Pointe Golf Club, Henryville, IN",7185
"Chariot Run Golf Course, Laconia, IN",7162
"Cherry Hill Golf Club, Ft Wayne, IN",6975
"Chesapeake Run Golf Course, North Judson, IN",7147
"Chestnut Hills Golf Club, Fort Wayne, IN",6980
"Chippendale Golf Club, Kokomo, IN",7150
"CHRISTIANA CREEK CC, Elkhart, IN",17996
"Christmas Lake Golf Course, Santa Claus, IN",7018
"CLEAR CREEK, HUNTINGTON, IN",7079
"CLEARCREST PINES, EVANSVILLE, IN",7078
"CLIFTY CREEK GC, Hope, IN",7088
"CLOVER MEADOWS GC, CLOVERDALE, IN",7080
"Cobblestone Golf Course, Kendallville, IN",6974
"Coffin Golf Club, Indianapolis, IN",7211
"Colonial Oaks Golf Club, Fort Wayne, IN",23766
"COMMUNITY GC, INDIANAPOLIS, IN",7093
"Cool Lake Golf Course, Lebanon, IN",24122
"CORYDON CC, CORYDON, IN",7092
"Country Club of Indianapolis, Indianapolis, IN",7172
"Country Club of Old Vincennes, Vincennes, IN",24133
"Country Club of Terre Haute, Terre Haute, IN",7224
"COUNTRY MEADOWS GC, FREMONT, IN",7091
"Country Oaks Golf Club, Montgomery, IN",7198
"COUNTRYMARK COOP GC, MT VERNON, IN",7090
"COVERED BRIDGE GC, Sellersburg, IN",7251
"Coyote Creek Golf Club, Fort Wayne, IN",8551
"COYOTE CROSSING GC, West Lafayette, IN",7085
"Crawfordsville Country Club, Crawfordsville, IN",7174
"Cressmoor Country Club, Hobart, IN",7703
"Cricket Ridge Golf Course, Batesville, IN",7173
"CROOKED CREEK GC, INDIANAPOLIS, IN",7094
"Crooked Stick Golf Club, Carmel, IN",7189
"Cross Creek Golf Club, Decatur, IN",7087
"Cross Creek Golf Club, Decatur, IN",29044
"Culver Academy Golf Course, Culver, IN",23946
"Curtis Creek Country Club, Rensselaer, IN",7228
"CYPRESS RUN GC, INDIANAPOLIS, IN",7086
"Dearborn Country Club, Aurora, IN",11486
"Deer Creek Golf Club, Clayton, IN",7010
"DEER VALLEY GC, FRANKLIN, IN",7077
"Delaware Country Club, Muncie, IN",7163
"Donald Ross Golf Course, Ft Wayne, IN",6964
"Dye's Walk Country Club, Greenwood, IN",6962
"Dye's Walk Country Club, Greenwood, IN",23817
"Dykeman Park Municipal Golf Course, Logansport, IN",7156
"EAGLE CREEK GC, INDIANAPOLIS, IN",18002
"EAGLE CREEK GC, INDIANAPOLIS, IN",7248
"Eagle Glen Golf Course, Columbia City, IN",6973
"EAGLE PINES GC, MOORESVILLE, IN",7253
"Eagle Valley Golf Course, Evansville, IN",7132
"EAGLE VIEW GC, CRANE, IN",7131
"EBERHART-PETRO GC, MISHAWAKA, IN",7220
"Eel River Golf Course, Churubusco, IN",7008
"Elbel Park Golf Course, South Bend, IN",26499
"Elcona Country Club, Bristol, IN",6955
"ELK RUN GC, AURORA, IN",7130
"Elk Run Golf Club, Jeffersonville, IN",21206
"ELKS BLUE RIVER CC, Shelbyville, IN",7134
"Elwood Golf Links, ELWOOD, IN",7236
"Erskine Park Golf Club, South Bend, IN",7152
"Evansville Country Club, Evansville, IN",7201
"FAIRVIEW GC, FORT WAYNE, IN",7128
"FAIRWAY GC, LEBANON, IN",7127
"Fall Creek Golf Club, Pendelton, IN",6963
"Fendrich Golf Course, EVANSVILLE, IN",7126
"Forest Hills Country Club, Richmond, IN",23764
"FOREST PARK GC, BRAZIL, IN",7125
"Forest Park Golf Course, Valparaiso, IN",23943
"Forest Park Golf Course, Noblesville, IN",23944
"Fort Wayne Country Club, Fort Wayne, IN",7170
"FORT WAYNE ELKS CC, FORT WAYNE, IN",7142
"FOX PRAIRIE GC, NOBLESVILLE, IN",17990
"FOX PRAIRIE GC, NOBLESVILLE, IN",18061
"FOX PRAIRIE GC, NOBLESVILLE, IN",18063
"FOX PRAIRIE GC, NOBLESVILLE, IN",17989
"FOX PRAIRIE GC, NOBLESVILLE, IN",18062
"FOX PRAIRIE GC, NOBLESVILLE, IN",17988
"FOX RIDGE CC, VINCENNES, IN",7141
"Foxcliff Golf Club, Martinsville, IN",6984
"FRAZANDA GC, HUNTINGTON, IN",7143
"FRIENDSWOOD GC, CAMBY, IN",7140
"Garrett Country Club, Garrett, IN",7200
"GENEVA HILLS GC, CLINTON, IN",7139
"GLEASON PARK GC, GARY, IN",7136
"GLENDARIN HILLS GC, Angola, IN",7017
"Grand Oak Golf Club, West Harrison, IN",11502
"Grandview Golf Course, Anderson, IN",6954
"Gray Eagle Golf Club, Fishers, IN",23947
"Green Acres Golf Club, Kokomo, IN",7135
"GREENBELT GC, COLUMBUS, IN",7137
"GREENSBURG CC, GREENSBURG, IN",7204
"GREY GOOSE GC, DECATUR, IN",7110
"Hamilton Golf Course, Evansville, IN",7197
"Hamilton Golf Course, Evansville, IN",7196
"HAMLET GC, HAMLET, IN",7114
"HANGING TREE GC, WESTFIELD, IN",7113
"Harbor Links Golf Club at Sagamore Resort, Liberty, IN",11489
"HARBOUR TREES GC, NOBLESVILLE, IN",7221
"Harrison Hills Golf & Country Club, Attica, IN",7154
"Harrison Lake Country Club, Columbus, IN",7249
"HART GC, MARION, IN",7112
"Hartley Hills Golf Club, Hagerstown, IN",13960
"Hawk's Tail Country Club, Greenfield, IN",7177
"HAWTHORNS G & CC, FISHERS, IN",7160
"HELFRICH GC, EVANSVILLE, IN",7109
"Hickory Hills Golf Club, Brownstown, IN",6991
"Hickory Stick Golf Club, Greenwood, IN",26297
"Hidden Creek Golf Club, Sellersburg, IN",7164
"Hidden Valley Golf Club, Lawrenceburg, IN",11451
"Highland Golf and Country Club, Indianapolis, IN",7168
"Highland Lake Golf Course, Richmond, IN",6988
"Hillcrest Country Club, Indianapolis, IN",6990
"Hillcrest Golf & Country Club, Batesville, IN",23608
"Hillview Country Club, Franklin, IN",17981
"HOOSIER HILLS GC, CORY, IN",7119
"Hoosier Links Golf Club, Milan, IN",11484
"HORSESHOE BEND GC, LEWISVILLE, IN",7121
"Hulman Links, Terre Haute, IN",7015
"Huntingburg Country Club, Huntingburg, IN",6949
"Idle Creek Golf Course, Terre Haute, IN",6989
"Idlewold Golf & Country Club, Pendleton, IN",7020
"Indian Lake, Lawrence, IN",21203
"INDIAN OAKS GC, PERU, IN",7124
"INDIAN RIDGE CC, HOBART, IN",7123
"INDIAN SPRINGS GC, TRAFALGAR, IN",7122
"Indiana University Golf Course, Bloomington, IN",24120
"Innsbrook, Merrillville, IN",7157
"Innsbrook Country Club, Merrillville, IN",7723
"Ironwood Golf Club, Fishers, IN",7171
"Ironwood Golf Club, Fishers, IN",28699
"Ironwood Golf Club, Fishers, IN",28704
"Ironwood Golf Club, Fishers, IN",28701
"Ironwood Golf Club, Fishers, IN",28702
"Ironwood Golf Club, Fishers, IN",28700
"Ironwood Golf Club, Fishers, IN",28703
"Jasper Country Club, Jasper, IN",6950
"Juday Creek Golf Club, Granger, IN",7193
"KENDALLVILLE GOLF CLUB, KENDALLVILLE, IN",7120
"KI-ANN GC, HARTFORD CITY, IN",7243
"KILLBUCK GC, ANDERSON, IN",7118
"KNOB HILL GC, GEORGETOWN, IN",7117
"Knollwood Country Club, Granger, IN",14874
"Knollwood Country Club, Granger, IN",14873
"KOKOMO AMERICAN LEGION GC, KOKOMO, IN",7252
"Kokomo Country Club, Kokomo, IN",7006
"LA GRANGE CC, LA GRANGE, IN",7116
"Lafayette Country Club, Lafayette, IN",14872
"LAKE HILLS G & CC, INDIANAPOLIS, IN",7044
"LAKE HILLS G & CC, INDIANAPOLIS, IN",7045
"LAKE HILLS G & CC, INDIANAPOLIS, IN",7046
"LAKE JAMES GC, ANGOLA, IN",7016
"Lakes of the Four Seasons, Crown Point, IN",6982
"LAKESIDE GC, MILAN, IN",7024
"Lakeside Golf Club, Fort Wayne, IN",7043
"LAKEVIEW GC, LOOGOOTEE, IN",7042
"Lakewood Country Club, Rockport, IN",6981
"Legacy Hills Golf Club, LaPorte, IN",6933
"LITTLE BIG HORN GC, PIERCETON, IN",7040
"LOGANSPORT CC, LOGANSPORT, IN",7047
"Lost Marsh, Hammond, IN",17887
"Lucas Oil Golf Course, Jasper, IN",21217
"LUGENE LINKS CC, LAKE VILLAGE, IN",7038
"MADISON CC, MADISON, IN",7037
"MAGIC HILLS, COLUMBIA CITY, IN",7036
"Maple Creek CC, Indianapolis, IN",6940
"Maplecrest Country Club, Goshen, IN",6934
"Maplewood Golf Course, Muncie, IN",7035
"Marion Elks Country Club, Marion, IN",14770
"Martinsville Golf Club, Martinsville, IN",23763
"MATHEWS PARK GC, Clinton, IN",7034
"MAUMEE VALLEY GC, New Haven, IN",7052
"MAXWELTON GC, SYRACUSE, IN",7039
"McCormick Creek Golf Course, Napanee, IN",21208
"MCDONALD GC, Evansville, IN",7041
"Meadow Valley Golf Club, Middlebury, IN",7190
"Meadowbrook GC, Anderson, IN",21120
"Memorial Park Golf Course, New Castle, IN",21019
"Meridian Hills Country Club, Indianapolis, IN",6941
"Meshingomesia Country Club, Marion, IN",7057
"MICHIGAN CITY GC, Michigan City, IN",7256
"MICHIGAN CITY GC, Michigan City, IN",7255
"MINK LAKE GC, VALPARAISO, IN",7056
"MORNING STAR GC, Indianapolis, IN",7247
"Morris Park Country Club, South Bend, IN",7155
"Moss Creek Golf Club, Winamac, IN",6944
"MUNCIE ELKS CC, MUNCIE, IN",7053
"MUSCATATUCK CC, MUSCATATUCK, IN",7058
"Mystic Hills Golf Club, Culver, IN",6983
"New Salisbury Golf Course, New Salisbury, IN",6942
"NOBLE HAWK GOLF LINKS, KENDALLVILLE, IN",7051
"North Branch Golf Club, Greensburg, IN",13592
"North Branch Golf Club, Greensburg, IN",13591
"North Branch Golf Club, Greensburg, IN",13583
"Norwood Golf Club, Huntington, IN",7050
"Oak Grove Country Club, Oxford, IN",24131
"OAK HILLS GC, MIDDLEBURY, IN",7049
"Oak Knoll Golf Course, Columbus, IN",7019
"OAK MEADOW GOLF CLUB, Evansville, IN",7205
"Oak Tree Golf Course, Plainfield, IN",6961
"OAKLAND CITY GC, OAKLAND CITY, IN",7048
"Old Capital Golf Club, Corydon, IN",6931
"OLD HICKORY GC, GREEN CASTLE, IN",7054
"Old Oakland Golf Club, Indianapolis, IN",24021
"Old Oakland Golf Club, Indianapolis, IN",24024
"Old Oakland Golf Club, Indianapolis, IN",7240
"Old Oakland Golf Club, Indianapolis, IN",24022
"Old Oakland Golf Club, Indianapolis, IN",24025
"Old Oakland Golf Club, Indianapolis, IN",24023
"Old Oakland Golf Club, Indianapolis, IN",24026
"OLD ORCHARD GC, INDIANAPOLIS, IN",7025
"ORCHARD GOLF CENTER, INDIANAPOLIS, IN",7022
"Orchard Ridge Country Club, Fort Wayne, IN",6946
"Otis Park Golf Course, Bedford, IN",6972
"Otter Creek Golf Course, Columbus, IN",28880
"Otter Creek Golf Course, Columbus, IN",28878
"Otter Creek Golf Course, Columbus, IN",23830
"Otter Creek Golf Course, Columbus, IN",23831
"Otter Creek Golf Course, Columbus, IN",28879
"Otter Creek Golf Course, Columbus, IN",23832
"Palmira Golf Course, Saint John, IN",6968
"PAOLI CC, PAOLI, IN",7021
"PARKE COUNTY GOLF CLUB, ROCKVILLE, IN",7238
"Pebble Brook Golf Club, Noblesville, IN",6952
"Pebble Brook Golf Club, Noblesville, IN",6951
"Peru Municipal Golf Course, Peru, IN",23771
"Pheasant Valley Country Club, Crown Point, IN",7485
"PHIL HARRIS GC, LINTON, IN",7145
"PINE HILLS GC, HOLTON, IN",7144
"Pine Valley Country Club, Fort Wayne, IN",7244
"Pine View Golf Course, Monticello, IN",6953
"Pleasant Run Golf Course, Indianapolis, IN",7208
"Plum Creek Country Club, Carmel, IN",6939
"Pond View Golf Club, Star City, IN",6945
"Portland Golf Club, Portland, IN",24121
"Pottawattomie Country Club, Michigan City, IN",7191
"Prairie View Golf Club, Carmel, IN",7167
"Prestwick Country Club, Avon, IN",7032
"Pretty Lake Golf Club, Plymouth, IN",7233
"Prides Creek Golf Course, Petersburg, IN",7179
"PURGATORY GC, NOBLESVILLE, IN",7031
"Quail Creek Golf Club, Pittsboro, IN",23948
"Quail Crossing Golf Club, Boonville, IN",7159
"Raber GC, Bristol, IN",14935
"Raber GC, Bristol, IN",14934
"Raber GC, Bristol, IN",14932
"RACCOON LAKE GC, ROCKVILLE, IN",7030
"RACCOON RUN GC, WARSAW, IN",7257
"REA PARK GC, TERRE HAUTE, IN",7029
"Richmond Elks Country Club, Richmond, IN",6965
"River Glen Country Club, Fishers, IN",6959
"River Pointe Country Club, Hobart, IN",18035
"River Pointe Country Club, Hobart, IN",7386
"River Pointe Country Club, Hobart, IN",18049
"River Pointe Country Club, Hobart, IN",18047
"River Pointe Country Club, Hobart, IN",7387
"River Pointe Country Club, Hobart, IN",18048
"Riverbend Golf Club, Fort Wayne, IN",24117
"Rivercrest Golf Club, Covington, IN",7169
"Rivers Edge Golf Course, Shelbyville, IN",6967
"RIVERSIDE GC, INDIANAPOLIS, IN",7033
"Robbinhurst Golf Club, Valparaiso, IN",7180
"ROCHESTER ELKS CC, ROCHESTER, IN",7027
"Rock Hollow Golf Club, PERU, IN",7026
"ROCKY RIDGE GC, CRAWFORDSVILLE, IN",7028
"Rolling Hills Country Club, Newburgh, IN",7151
"ROLLING MEADOWS, GOSPORT, IN",7023
"Round Barn at Mill Creek, Rochester, IN",7007
"Royal Hylands Golf Club, Knightstown, IN",24132
"Rozella Ford Golf Club, Warsaw, IN",7187
"SADDLEBROOK GC, INDIANAPOLIS, IN",7209
"Sahm Golf Course, Indianapolis, IN",7183
"Salt Creek Golf Retreat, Nashville, IN",7195
"Sand Creek Country Club, Chesterton, IN",28344
"Sand Creek Country Club, Chesterton, IN",6977
"Sand Creek Country Club, Chesterton, IN",28346
"Sand Creek Country Club, Chesterton, IN",6979
"Sand Creek Country Club, Chesterton, IN",28345
"Sand Creek Country Club, Chesterton, IN",6978
"SANDY PINES GOLF CLUB, DEMOTTE, IN",7237
"Sarah Shank Golf Course, Indianapolis, IN",24017
"Scherwood Golf Club, Schererville, IN",23949
"Shadowood Golf Course, Seymour, IN",24018
"Shady Hills Golf Club, Marion, IN",7250
"Sims Oak Hills Golf Course, Middlebury, IN",6936
"Smock Golf Course, Indianapolis, IN",6985
"SOUTH BEND COUNTRY CLUB, South Bend, IN",17984
"SOUTH GLEASON PARK GC, GARY, IN",7072
"South Grove Golf Course, Indianapolis, IN",7207
"SOUTH SHORE GOLF CLUB, Syracuse, IN",17980
"Southern Dunes Golf Course, Indianapolis, IN",24134
"Sprig O' Mint Golf Club, Bremen, IN",6956
"ST ANNES GC, NORTH VERNON, IN",7070
"STONE CREST GOLF COMMUNITY, BEDFORD, IN",7232
"Stonehenge Golf Club, Warsaw, IN",7148
"Stony Creek Golf Club, Noblesville, IN",6935
"Sugar Ridge Golf Club, Lawrenceburg, IN",11436
"SULLIVAN ELKS CC, SULLIVAN, IN",7073
"SULTAN'S RUN GC, JASPER, IN",7074
"SUMMERTREE GC, CROWN POINT, IN",7071
"Sunrise Golf Club (Indianapolis), Indianapolis, IN",6957
"Sunrise Golf Club (Madison), Madison, IN",24135
"Swan Lake Golf Resort, Plymouth, IN",6987
"Swan Lake Golf Resort, Plymouth, IN",6986
"Sycamore Golf Club, North Manchester, IN",7009
"Sycamore Hills Golf Club, Fort Wayne, IN",6938
"TAMEKA WOODS GC, TRAFALGAR, IN",7218
"TERRE HAUTE ELKS CC, TERRE HAUTE, IN",7076
"THATCHER GC, INDIANAPOLIS, IN",7075
"THE BRASSIE GOLF CLUB, Chesterton, IN",18201
"The Bridgewater Club, Carmel, IN",6932
"The Club at Chatham Hills, Westfield, IN",24193
"The Club at Chatham Hills, Westfield, IN",26169
"The Course at Aberdeen, Valparaiso, IN",7184
"The Donald Ross Course, French Lick, IN",7181
"The Edgewood, Anderson, IN",13415
"THE FARM GC, LAWRENCEBURG, IN",7241
"The Fort Golf Course, Indianapolis, IN",7146
"The Golf Club at Eagle Pointe, Bloomington, IN",7133
"The Golf Club of Indiana, Zionsville, IN",7011
"The Golf Preserve at Frankfort, FRANKFORT, IN",7222
"The Legends of Indiana Golf Course, Franklin, IN",6999
"The Legends of Indiana Golf Course, Franklin, IN",7000
"The Legends of Indiana Golf Course, Franklin, IN",7001
"The Legends of Indiana Golf Course, Franklin, IN",7004
"The Legends of Indiana Golf Course, Franklin, IN",7003
"The Legends of Indiana Golf Course, Franklin, IN",7002
"The Links at Heartland Crossing, Camby, IN",7213
"The Links at Rising Star, Rising Sun, IN",11490
"The Links Golf Club, New Palestine, IN",6958
"The Pete Dye Course, French Lick, IN",6960
"The Players Club @ Woodland Trails, Yorktown, IN",6971
"THE RAVINES GC, W LAFATETTE, IN",7231
"THE SAGAMORE CLUB, NOBLESVILLE, IN",7226
"The Warren Golf Course at Notre Dame, Notre Dame, IN",7161
"The Woodstock Club, Indianapolis, IN",6948
"Tiger Pointe Country Club, Greencastle, IN",7064
"Timber Ridge Golf Course (Bluffton), Bluffton, IN",24143
"Timber Ridge Golf Course (Millersburg), Millersburg, IN",7202
"Timbergate Golf Course, Edinburgh, IN",6937
"Tippecanoe Country Club, Monticello, IN",13940
"Tippecanoe Lake Country Club, Leesburg, IN",6996
"Tipton Golf Course, Tipton, IN",7194
"TOMAHAWK HILLS GC, JAMESTOWN, IN",7062
"Tri County Golf Club, Middletown, IN",14771
"TRI-COUNTY GC, MIDDLETOWN, IN",7061
"Turkey Run GC, Waveland, IN",6928
"Twin Bridges Golf Club, Danville, IN",7182
"Twin Lakes Golf Club, Carmel, IN",7246
"Ulen Country Club, Lebanon, IN",21023
"Valle Vista Golf Club, Greenwood, IN",7178
"Valley View Golf Course (Floyds Knobs), Floyds Knobs, IN",15040
"Valley View Golf Course on Fall Creek, Middletown, IN",24012
"Valparaiso Country Club, Valparaiso, IN",7225
"Victoria National Golf Course, Newburgh, IN",6943
"Wabash Valley Golf Club, Geneva, IN",6992
"Walnut Creek Golf Course, Marion, IN",6969
"Walnut Creek Golf Course, Marion, IN",6970
"WALNUT RIDGE GC, GREENWOOD, IN",7060
"WASHINGTON CC, WASHINGTON, IN",7059
